pd_id,party_clf_pdid
pd-14226615647-1,DEM
pd-1422865467953863-1,DEM
pd-142295165788248-1,DEM
pd-1423275197887430-1,DEM
pd-1423569974420865-1,DEM
pd-142370046577999-3,DEM
pd-1424451997829970-1,REP
pd-1424723597778786-3,REP
pd-1424723597778786-4,REP
pd-142474049098533-1,DEM
pd-142474049098533-2,DEM
pd-142474049098533-5,DEM
pd-142517033034835-1,DEM
pd-142540949278614-1,DEM
pd-1425435377743310-2,DEM
pd-1426633334258286-2,REP
pd-142665849854371-4,REP
pd-1426887330770459-1,DEM
pd-142694419623952-6,REP
pd-142722062406346-1,REP
pd-1427314137490753-2,REP
pd-1427957833907159-1,REP
pd-1427957833907159-2,DEM
pd-1428283027462702-3,REP
pd-1428379550735892-4,DEM
pd-1428379550735892-5,REP
pd-142856248701-1,DEM
pd-142885775728350-3,DEM
pd-142906855768121-1,DEM
pd-142932506806-5,REP
pd-142992759853421-5,DEM
pd-143002500347-3,DEM
pd-1430094930334502-1,DEM
pd-1430104947247667-1,DEM
pd-1430142520430367-3,DEM
pd-143021112391265-1,DEM
pd-143042519093918-1,DEM
pd-143055773143383-3,DEM
pd-143061477500269-2,DEM
pd-143089732792-1,REP
pd-143089732792-2,REP
pd-1431143633768146-1,DEM
pd-143136716398629-3,REP
pd-1431647400421353-2,DEM
pd-143173285763-1,REP
pd-143195412381888-1,REP
pd-1432294810337971-1,REP
pd-143272560685-1,DEM
pd-1433096046934338-2,DEM
pd-143312709172821-2,REP
pd-143401032363476-1,DEM
pd-1434501356783772-3,DEM
pd-143454459762230-1,DEM
pd-1434928716804407-1,DEM
pd-1435071773455316-1,DEM
pd-143511279018933-1,REP
pd-1435148843426547-5,DEM
pd-1435305873421743-4,REP
pd-143537616049847-1,REP
pd-143542762946146-4,OTHER
pd-143542762946146-5,OTHER
pd-1436129040048603-2,DEM
pd-143654793536-1,REP
pd-1437139799857705-2,REP
pd-143729616392084-3,REP
pd-143734825664409-1,REP
pd-1437356613041673-2,DEM
pd-143825105668941-2,REP
pd-1438619973099234-1,REP
pd-1438808983108348-1,DEM
pd-143918965819068-2,REP
pd-1439322439499211-2,DEM
pd-1439322439499211-3,DEM
pd-1439364926329185-1,DEM
pd-1439364926329185-2,DEM
pd-1439441369620638-1,DEM
pd-1439690449670855-2,DEM
pd-1439724332834066-1,REP
pd-1439829396312534-1,DEM
pd-143986912311328-1,DEM
pd-144046002358818-1,DEM
pd-1441057299488236-1,DEM
pd-1441722672744792-4,DEM
pd-144176402370987-1,DEM
pd-1441809809450162-1,DEM
pd-1441887956034481-1,DEM
pd-1442430905893905-2,DEM
pd-1443127535947107-1,DEM
pd-1443127535947107-5,DEM
pd-144370909098347-2,REP
pd-144370909098347-3,REP
pd-1443745475870208-1,DEM
pd-14440196673-3,DEM
pd-1444181209168404-2,DEM
pd-144425582234694-1,REP
pd-1444298848974547-3,DEM
pd-144429905313-3,DEM
pd-144454136207307-3,DEM
pd-144620956161-2,REP
pd-1446711268937709-2,DEM
pd-144706066202225-1,REP
pd-1447078462048095-3,DEM
pd-144708078893745-3,REP
pd-1447446918654185-5,DEM
pd-144880512247034-3,REP
pd-144896926211942-1,DEM
pd-1448984361857166-5,REP
pd-1449461518652183-1,DEM
pd-1449461518652183-2,DEM
pd-144956348868908-1,DEM
pd-145069272226932-2,DEM
pd-1451094698464101-4,DEM
pd-1451954991724762-1,DEM
pd-145288335882139-2,REP
pd-14535753003-1,DEM
pd-145380305523723-1,REP
pd-1454068511554108-2,DEM
pd-145407846228971-1,DEM
pd-1455561227816125-2,DEM
pd-1455856461322653-3,DEM
pd-1455953564700345-1,DEM
pd-1456051868047710-1,DEM
pd-145622889396498-1,DEM
pd-145622889396498-4,DEM
pd-1456310534453054-2,REP
pd-1456310534453054-3,DEM
pd-145640782770861-1,DEM
pd-145655012153791-4,DEM
pd-145687912131213-1,DEM
pd-1457120947894812-2,DEM
pd-145862215492466-1,DEM
pd-145931822097339-1,DEM
pd-146090622075581-3,DEM
pd-146123067191996-1,REP
pd-1461458590607924-3,DEM
pd-146162059309915-1,REP
pd-1463421887299877-1,DEM
pd-146388062074182-2,DEM
pd-146388062074182-3,DEM
pd-1464025207184446-1,DEM
pd-1464025207184446-2,DEM
pd-146480838705324-2,REP
pd-1465062430269770-3,DEM
pd-146508528746285-1,DEM
pd-1465195403556680-1,DEM
pd-1465195403556680-2,DEM
pd-1465414660422066-3,REP
pd-1466551760126882-1,DEM
pd-146704311893-5,DEM
pd-146908465839126-1,REP
pd-1469285786675120-3,DEM
pd-146944270368-1,REP
pd-146962105319196-5,REP
pd-147090618672025-3,DEM
pd-1471192629573866-3,REP
pd-1471287406527604-2,REP
pd-1471523363105552-4,DEM
pd-1471814423057590-4,DEM
pd-147200138682626-1,REP
pd-147250479394932-2,DEM
pd-1472549903019349-2,DEM
pd-147258932649029-1,DEM
pd-147276072101180-2,DEM
pd-147361008735959-2,REP
pd-1473945016167032-1,REP
pd-1474163209326061-1,DEM
pd-1474431632798570-2,DEM
pd-147447783311-2,DEM
pd-147508068653822-2,DEM
pd-1475194609268137-1,DEM
pd-147523538641547-2,REP
pd-147523538641547-4,REP
pd-1475749352708018-2,DEM
pd-1476242905788758-1,REP
pd-1476342155924546-2,DEM
pd-1476508222588877-1,DEM
pd-147775309249550-3,REP
pd-147781045791179-1,REP
pd-1478732242139387-1,DEM
pd-147898451444-2,REP
pd-14800539662-1,DEM
pd-1481612688805294-2,DEM
pd-148168000309073-1,REP
pd-1481932418724174-1,DEM
pd-148204505309491-4,REP
pd-1482958495318294-1,DEM
pd-1483870505184681-1,DEM
pd-148388602553550-2,DEM
pd-1484338198279755-1,REP
pd-148439128199-4,DEM
pd-1484832081831740-3,DEM
pd-1484843005092732-1,REP
pd-148485698623161-1,DEM
pd-148506365544721-2,DEM
pd-14851158643-4,DEM
pd-148553178567450-1,DEM
pd-14858017603-1,REP
pd-1485992861707727-2,DEM
pd-1486233875030204-1,REP
pd-1486233875030204-2,DEM
pd-1486392121670034-4,REP
pd-1486909554948411-1,DEM
pd-148707865804439-3,REP
pd-148742108560-1,DEM
pd-148751772001862-2,DEM
pd-148839419323530-3,REP
pd-1488803804538481-5,DEM
pd-148899492344271-4,REP
pd-1489199344466547-1,DEM
pd-148925138476462-1,REP
pd-148978915220807-1,REP
pd-148981979136297-1,DEM
pd-149027782328840-1,DEM
pd-149078155666632-4,DEM
pd-1490806381160435-2,DEM
pd-1491458271125644-2,DEM
pd-149177222382997-1,DEM
pd-1492033187788340-4,DEM
pd-149223915089170-1,DEM
pd-149223915089170-2,DEM
pd-149270905129649-2,REP
pd-149366465128820-2,DEM
pd-149394811746735-2,DEM
pd-1494279480805358-4,REP
pd-1494329120822927-1,DEM
pd-1495031800595524-4,DEM
pd-1495042817173727-1,DEM
pd-149509599222913-3,DEM
pd-1495439094092624-1,REP
pd-1495451677390597-1,DEM
pd-1495749180729697-1,OTHER
pd-149576021182-4,REP
pd-1495988063953119-1,REP
pd-1496269597272920-1,REP
pd-149642309058148-1,REP
pd-1496426333953216-2,DEM
pd-1497090740618909-2,REP
pd-149750411883375-1,DEM
pd-149766845226-2,DEM
pd-149775091746704-2,DEM
pd-149775091746704-4,DEM
pd-149775653317-1,DEM
pd-149854608917839-1,DEM
pd-1498640690453942-2,DEM
pd-150069371813700-1,DEM
pd-150078471779185-2,DEM
pd-150138672501772-1,DEM
pd-150181591837186-5,REP
pd-1502533163319164-3,REP
pd-150287715066080-1,DEM
pd-15041226930-4,DEM
pd-150451082120925-2,DEM
pd-150461662324229-2,DEM
pd-1504873886306347-2,REP
pd-1505244559517282-5,DEM
pd-150621451650636-6,DEM
pd-150677524680-2,REP
pd-150726966240-2,DEM
pd-150763151677363-5,REP
pd-150797754995919-1,REP
pd-1508027786110805-1,DEM
pd-1508257779494159-1,DEM
pd-1508548419228867-1,DEM
pd-150882787564-2,DEM
pd-1508996199313006-1,REP
pd-1509066772752076-4,DEM
pd-1509429176025564-1,DEM
pd-1509931725996382-1,DEM
pd-1509931725996382-3,DEM
pd-151019860144-1,OTHER
pd-151052092315417-5,DEM
pd-1510595072603942-3,DEM
pd-151142722351597-3,DEM
pd-151142722351597-4,DEM
pd-151150549015321-3,DEM
pd-1511550779074990-2,DEM
pd-151186089494-2,REP
pd-151218171610573-1,DEM
pd-1512663559034789-1,DEM
pd-1513288538990337-3,DEM
pd-151339569085-2,DEM
pd-1513459198944600-2,REP
pd-151355065567784-3,REP
pd-151364972111507-2,REP
pd-1513706568846680-2,DEM
pd-151447029995091-1,DEM
pd-151577215422581-1,DEM
pd-151638855259622-1,REP
pd-151640825006779-1,DEM
pd-1516630128636267-2,OTHER
pd-151685748375081-1,DEM
pd-151686754920712-1,DEM
pd-151757038879920-4,DEM
pd-1517919588502283-4,DEM
pd-1517949235088741-2,DEM
pd-1517988445194672-4,DEM
pd-151819956061-2,REP
pd-1518297238457643-1,DEM
pd-151835459004828-1,DEM
pd-151835459004828-5,DEM
pd-15188122178-2,DEM
pd-1518912924860085-2,DEM
pd-151894654697-1,DEM
pd-1518962768392546-1,REP
pd-1518962768392546-3,REP
pd-152002971521619-1,DEM
pd-152053498982435-3,DEM
pd-152065518140304-3,DEM
pd-152068302046-1,REP
pd-1520692664832232-1,REP
pd-1520852664890753-1,DEM
pd-1520852664890753-2,DEM
pd-1520861388232581-2,REP
pd-1521463681450292-2,DEM
pd-152185024462-2,REP
pd-152243591495603-1,REP
pd-15224565129-2,DEM
pd-152264148166020-1,DEM
pd-152315634778510-1,DEM
pd-1523177471271955-2,REP
pd-152381711507047-1,REP
pd-15239367801-6,DEM
pd-1523953087912871-1,DEM
pd-1524020107726785-2,DEM
pd-1524760344250371-2,REP
pd-152552348277035-2,REP
pd-152554251431318-1,DEM
pd-152561628240904-2,DEM
pd-1525881227682054-3,REP
pd-1526736227567131-3,DEM
pd-1526736227567131-4,DEM
pd-152690085419376-2,DEM
pd-1527135500921677-1,REP
pd-152728308240546-2,REP
pd-1527426737363141-2,DEM
pd-1527563887565895-5,REP
pd-1527778354106703-1,DEM
pd-152838135391965-3,DEM
pd-1528498354074301-4,REP
pd-152915071468974-1,REP
pd-152921084740361-1,DEM
pd-1529361297285532-1,DEM
pd-1529468987331408-4,DEM
pd-152982778695383-1,DEM
pd-153021214848890-4,REP
pd-153045801522348-2,DEM
pd-153045801522348-3,DEM
pd-153049978174004-1,REP
pd-153080620724-4,REP
pd-153080620724-5,REP
pd-1530883997194411-6,REP
pd-1531296413791778-2,DEM
pd-153151038677421-1,DEM
pd-153167611414243-1,DEM
pd-1531988277050153-2,REP
pd-1532084040392112-2,DEM
pd-1532504143714508-2,DEM
pd-153281701857770-1,DEM
pd-1533092446942704-2,REP
pd-1533695766904443-1,REP
pd-153385632035294-2,DEM
pd-1534290989956166-1,DEM
pd-153448568178288-4,DEM
pd-153468923892-1,DEM
pd-153477354680659-1,DEM
pd-15351475322-3,REP
pd-153558388549863-1,REP
pd-153558858555540-2,DEM
pd-1535719656503958-3,REP
pd-153592951409664-2,REP
pd-153594440504-3,REP
pd-1536224546606718-2,REP
pd-1536243343254565-2,REP
pd-1536538209998252-2,DEM
pd-1536587453277219-2,DEM
pd-153668961399197-2,REP
pd-1536838593268837-3,DEM
pd-153704007991524-2,DEM
pd-1537089263222882-1,DEM
pd-153755258313622-1,DEM
pd-153818201377620-1,DEM
pd-153823078060622-1,REP
pd-153850514738564-1,DEM
pd-153850514738564-2,REP
pd-1538506969789364-3,DEM
pd-1539050636157731-2,REP
pd-154042277970966-1,DEM
pd-154073598727116-1,REP
pd-154146314774110-3,DEM
pd-1541703729424346-2,REP
pd-154209457924588-1,DEM
pd-1542141306041344-2,DEM
pd-154225105233994-4,DEM
pd-154269528015922-2,REP
pd-154288660614-4,REP
pd-1544027402345205-1,DEM
pd-1544233135795619-2,REP
pd-1544237932337856-1,REP
pd-154510321337994-4,DEM
pd-154569580672-2,DEM
pd-1546952572205770-1,REP
pd-154728531220691-6,DEM
pd-1547405745476043-2,DEM
pd-154744038547070-3,DEM
pd-154753361224926-4,DEM
pd-1547667742030294-1,DEM
pd-1548467052116987-2,REP
pd-1548467052116987-3,DEM
pd-1548467052116987-4,REP
pd-154894841387125-1,REP
pd-154894841387125-2,REP
pd-1549317008659998-2,REP
pd-1549644975341777-1,REP
pd-1549644975341777-2,REP
pd-1549715642007738-2,DEM
pd-155019277846192-4,DEM
pd-155029087914-2,DEM
pd-155029087914-3,DEM
pd-155030927907248-3,REP
pd-1550724111880347-2,DEM
pd-1550897345217581-2,DEM
pd-1551311881641058-2,DEM
pd-155178271217425-2,DEM
pd-1551956391771756-2,DEM
pd-1552030635113725-1,DEM
pd-155220881193244-1,REP
pd-1552675688372326-3,DEM
pd-1552675688372326-8,DEM
pd-1552675688372326-9,DEM
pd-1553040531666224-2,DEM
pd-1553100041502292-2,DEM
pd-155336104883335-1,DEM
pd-155363124486736-4,DEM
pd-1553661081610490-2,OTHER
pd-1553708108210858-1,REP
pd-155418264509655-3,DEM
pd-155421095015342-1,DEM
pd-1554461351297725-3,DEM
pd-1555581878101877-2,REP
pd-1556269487954950-2,REP
pd-155640675098595-2,DEM
pd-155657208536580-1,DEM
pd-1556582801301881-6,DEM
pd-155667834544463-3,DEM
pd-1556928477963264-6,DEM
pd-1556932204325823-1,DEM
pd-1556932204325823-2,REP
pd-1558042497785635-2,REP
pd-155807967890503-1,DEM
pd-1558255740897428-1,DEM
pd-1558790264400205-2,DEM
pd-1558948997557041-3,DEM
pd-1559386374365464-1,REP
pd-155958761091028-1,REP
pd-156073011075095-1,REP
pd-1561364204175845-4,DEM
pd-15620146095-1,DEM
pd-156201827729615-1,DEM
pd-1562375474035410-5,DEM
pd-156296274419595-1,DEM
pd-1563336033975761-1,REP
pd-156350091158403-5,DEM
pd-1563790667070489-1,DEM
pd-156392276602-2,REP
pd-1564161140323788-2,DEM
pd-1564439570496507-1,REP
pd-1564526967006067-1,DEM
pd-156474368333576-1,DEM
pd-156485241540894-1,DEM
pd-156617551594931-3,DEM
pd-1567165533599949-1,DEM
pd-1567984070138451-1,DEM
pd-1568921420033937-1,DEM
pd-156919911022572-2,DEM
pd-156968474833352-1,DEM
pd-156991033713-5,REP
pd-156994304362574-8,DEM
pd-156995058171029-1,DEM
pd-1570118656645702-5,REP
pd-157022225145063-2,DEM
pd-157049635075738-1,DEM
pd-157085063429-1,REP
pd-157085063429-2,REP
pd-157115077727261-2,REP
pd-1571453109770170-4,DEM
pd-1571576279741760-2,DEM
pd-157230874952221-3,DEM
pd-1572387773077019-4,DEM
pd-157264760997423-1,DEM
pd-1572865266120400-1,DEM
pd-1572990412816378-2,DEM
pd-1573354352714393-1,REP
pd-1573475709616619-4,DEM
pd-1573710789569677-1,REP
pd-1574098805939073-1,DEM
pd-1574098805939073-3,DEM
pd-157410154392219-1,REP
pd-1574725582639821-3,DEM
pd-1574813009289504-1,DEM
pd-157499710972509-1,REP
pd-1575347412785991-1,DEM
pd-1575347412785991-2,REP
pd-157535287650522-1,DEM
pd-1575930945858435-2,DEM
pd-157595514262613-1,DEM
pd-157611744332183-2,REP
pd-157652584384932-2,REP
pd-1576552839287418-1,REP
pd-15771560300-3,DEM
pd-1577343232304893-2,DEM
pd-157767630919750-2,REP
pd-1578219995632719-3,DEM
pd-157849334030-4,DEM
pd-157849334030-7,DEM
pd-157849841559162-1,DEM
pd-1579508625690680-1,DEM
pd-1579877262318501-1,DEM
pd-1580271308686954-1,DEM
pd-1580300922089704-1,DEM
pd-1580652728851833-1,REP
pd-158078364326932-1,DEM
pd-158081927568733-4,DEM
pd-158088001464352-2,DEM
pd-158191734307237-1,DEM
pd-158255321548142-2,DEM
pd-158333244355622-1,DEM
pd-158366860920495-1,DEM
pd-158391224612552-1,REP
pd-1584034571682724-4,DEM
pd-1584050195202316-2,DEM
pd-158512081407227-1,REP
pd-1585291608451100-4,REP
pd-158535770868482-1,REP
pd-158535770868482-4,REP
pd-1585535118243142-1,DEM
pd-1585938018204649-2,DEM
pd-158605298258235-5,DEM
pd-158606540972746-1,DEM
pd-158639744171617-1,REP
pd-158697077484554-3,DEM
pd-1587466241508123-3,REP
pd-1589059848054974-2,REP
pd-158942298087840-1,REP
pd-1589702824678720-2,DEM
pd-159113060810438-1,DEM
pd-159164367581855-1,REP
pd-159214207491260-1,DEM
pd-1592175234352394-1,DEM
pd-1593027961014790-2,DEM
pd-159304244188833-3,REP
pd-159361364166187-1,REP
pd-1594170604242427-3,REP
pd-159422384079137-1,DEM
pd-1594351840778760-1,DEM
pd-159451857482535-2,DEM
pd-1594956587406372-4,REP
pd-159517014961795-1,REP
pd-1595254557437076-1,DEM
pd-1595575670754558-2,REP
pd-159559168787-2,DEM
pd-159597424207730-2,REP
pd-159658557547960-4,REP
pd-1596671280578981-1,DEM
pd-1597196260595884-1,DEM
pd-1597902930227485-2,DEM
pd-1597992670461634-3,REP
pd-1598539680243939-4,OTHER
pd-159960044025031-1,REP
pd-159964696102-2,REP
pd-1600186820227774-2,DEM
pd-1600300510259910-1,DEM
pd-1600300510259910-3,DEM
pd-160034334012439-1,DEM
pd-1600352356914768-2,REP
pd-1600352356914768-3,DEM
pd-160059694802594-1,DEM
pd-160059694802594-3,DEM
pd-1600907069987131-1,DEM
pd-160158294608134-3,DEM
pd-1601889473160364-1,DEM
pd-160196264090370-1,DEM
pd-160204461287511-1,DEM
pd-1602068480037504-1,DEM
pd-1602916859966269-2,REP
pd-160298430652298-1,DEM
pd-160353984039539-1,DEM
pd-1603970836515319-1,DEM
pd-160427944083369-3,DEM
pd-1604700523127422-1,DEM
pd-160513344045084-1,REP
pd-1605226979725996-5,DEM
pd-1607055266211413-3,DEM
pd-1607720622850938-3,REP
pd-1607769002853598-2,REP
pd-1608102819435580-1,REP
pd-1608102819435580-2,REP
pd-160892854539470-3,REP
pd-1609230236041907-1,DEM
pd-1609555785980311-4,DEM
pd-1609569362634829-1,REP
pd-160967620648771-2,DEM
pd-160967620648771-3,DEM
pd-1609864255995485-1,REP
pd-160997890975093-1,DEM
pd-1610588429176105-1,REP
pd-1610635965843611-1,DEM
pd-1610667072528626-1,REP
pd-1610834479233860-4,DEM
pd-161107820658032-1,DEM
pd-161107820658032-2,DEM
pd-1611187452334269-2,DEM
pd-161156287864752-3,DEM
pd-161177032727-3,DEM
pd-161186620643972-1,REP
pd-1612485062350532-2,DEM
pd-161331700649595-1,REP
pd-1613370738759115-3,REP
pd-1613409085639371-1,DEM
pd-1613516851999536-3,DEM
pd-1613516851999536-5,DEM
pd-161356730701227-3,DEM
pd-1613808858931806-1,REP
pd-1613959322049641-2,REP
pd-1614251518827491-2,DEM
pd-1614345772179172-3,REP
pd-1614620615469735-1,DEM
pd-1615018905412860-4,DEM
pd-161547570644038-4,DEM
pd-161591130627214-1,DEM
pd-1616486305340137-3,REP
pd-1616742801908753-1,REP
pd-161741421170990-1,DEM
pd-161741421170990-2,REP
pd-161744203910737-4,REP
pd-161846193563-1,DEM
pd-161864103830061-1,DEM
pd-1619360818293446-1,DEM
pd-161940217189076-2,DEM
pd-1620218254702176-4,DEM
pd-162069790604-5,DEM
pd-1620825758014783-1,DEM
pd-1620901297968649-5,DEM
pd-162187763983862-2,DEM
pd-162245943862620-1,REP
pd-1622547974424329-1,DEM
pd-1622669824479979-3,REP
pd-162266983824983-1,REP
pd-162269623888200-1,DEM
pd-1622717057978219-2,DEM
pd-162313010506405-1,DEM
pd-1623930364310963-3,DEM
pd-1623930364310963-6,DEM
pd-1624206881186861-4,DEM
pd-162451717722224-1,DEM
pd-162560317223793-3,REP
pd-162599893848-1,DEM
pd-162646654114302-1,REP
pd-1626756830783750-1,DEM
pd-162676813937511-1,REP
pd-1626884974030414-1,DEM
pd-1626954784219531-1,REP
pd-162715300897-1,DEM
pd-162751361021928-2,DEM
pd-1627656304116135-5,DEM
pd-162781447112090-1,REP
pd-162847770400222-1,DEM
pd-1628679613829742-3,DEM
pd-162880031009677-3,REP
pd-1628922377207463-2,REP
pd-1629051117385106-1,REP
pd-1629925673968109-1,DEM
pd-163097784388846-3,REP
pd-163101747070769-1,DEM
pd-163148530407080-2,DEM
pd-163165914086637-1,DEM
pd-163202650462603-4,REP
pd-1632568446971453-1,DEM
pd-1632659996771905-1,REP
pd-1632781386958267-3,DEM
pd-1632866270065962-1,DEM
pd-1632876503397289-3,DEM
pd-163287684255258-1,DEM
pd-163287684255258-2,DEM
pd-163302087408673-1,REP
pd-163303407407167-1,REP
pd-1633394976741634-3,DEM
pd-1634574103304288-2,REP
pd-1635441679872518-3,REP
pd-163577940643007-1,DEM
pd-1636216106590985-4,REP
pd-1636287910008716-1,DEM
pd-1637021219923092-2,REP
pd-163727674217132-2,REP
pd-1638554293093364-1,DEM
pd-163894757358920-1,DEM
pd-163965296965203-10,DEM
pd-163965296965203-6,DEM
pd-163992374335-3,DEM
pd-164007058610-1,REP
pd-1641015179489659-1,DEM
pd-164149723637180-2,DEM
pd-1642386799323957-4,DEM
pd-164239760395492-1,DEM
pd-1643411132380588-3,REP
pd-164370317273246-1,REP
pd-1643757559196160-4,REP
pd-164428110843873-1,DEM
pd-164472434173957-4,DEM
pd-164484093958327-1,REP
pd-164513254148611-4,REP
pd-164581740257684-3,REP
pd-164595420872-1,DEM
pd-164627850858905-3,REP
pd-1646639402146162-1,REP
pd-164755326944169-1,REP
pd-164771506031-4,DEM
pd-164771506031-5,REP
pd-16477459734-3,DEM
pd-16477459734-5,DEM
pd-1647747958623270-3,DEM
pd-164779816968453-1,DEM
pd-1648191378809964-1,DEM
pd-1648565072072667-2,DEM
pd-164941634375049-1,DEM
pd-1649564121998363-1,DEM
pd-1649573835099933-4,DEM
pd-1649925775114753-1,DEM
pd-1650012395325656-1,DEM
pd-1650109541748181-2,REP
pd-1650167181867684-1,DEM
pd-1650167181867684-2,DEM
pd-165037790188122-3,REP
pd-1650750011823701-2,REP
pd-165127510237184-3,REP
pd-16519899330-6,REP
pd-165224280867125-3,DEM
pd-165309630260154-2,DEM
pd-16534314739-3,DEM
pd-165364270823448-2,DEM
pd-1653775244706341-1,REP
pd-165416924168943-3,DEM
pd-1654314744604206-6,REP
pd-1654314744604206-7,REP
pd-1654783521455314-1,DEM
pd-1655098018040676-1,DEM
pd-165547923986690-2,DEM
pd-1656679201246968-1,DEM
pd-165674010209449-1,REP
pd-165674110118949-4,DEM
pd-1657107744577022-3,DEM
pd-165734163437699-2,DEM
pd-165753973915199-2,DEM
pd-165883810189248-3,DEM
pd-165883810189248-4,DEM
pd-1659075467679509-3,DEM
pd-165909483589365-2,REP
pd-165969970103130-2,DEM
pd-1659872750934261-1,REP
pd-165987503528599-2,REP
pd-1661141377494291-2,REP
pd-1661709214148645-1,DEM
pd-166173897321426-4,DEM
pd-1661805844136994-1,REP
pd-1661882727239827-1,DEM
pd-1661882727239827-4,DEM
pd-1662317660757785-1,REP
pd-1662503407301101-1,DEM
pd-166308726794445-2,REP
pd-166328030086167-3,DEM
pd-1663517940568948-2,DEM
pd-1663633860555352-2,DEM
pd-1663896040510174-4,REP
pd-1664031933677693-3,REP
pd-166412967339934-3,REP
pd-16643179251-2,DEM
pd-16644371671-2,DEM
pd-166455737247657-2,DEM
pd-166485934081989-2,DEM
pd-1665010347097849-1,REP
pd-1665010347097849-2,DEM
pd-166585233471533-1,DEM
pd-1665986023644626-4,DEM
pd-166618413413767-1,REP
pd-166623896739812-2,REP
pd-166654550027149-4,DEM
pd-166718450405-1,REP
pd-1667301676837031-1,DEM
pd-166732173519455-3,REP
pd-166749220112465-3,REP
pd-1667638686847579-3,DEM
pd-1667892193505378-2,DEM
pd-1668164273415202-1,DEM
pd-1668487009910433-2,REP
pd-166868020565201-2,DEM
pd-166922083465767-1,DEM
pd-1671503326464563-1,REP
pd-1672061526405158-2,DEM
pd-167397780555638-2,DEM
pd-167473433290992-2,DEM
pd-1674963542776748-3,REP
pd-1675446436118908-2,DEM
pd-1676291615740480-7,DEM
pd-167650609949873-5,DEM
pd-1677016759063532-2,DEM
pd-167712681714-1,REP
pd-167721133253158-1,DEM
pd-167731177668-1,REP
pd-1677332715656166-3,REP
pd-1677358979179949-1,REP
pd-1677796985839649-2,REP
pd-1678142765768486-6,DEM
pd-167819383282739-2,DEM
pd-1678342475606816-1,DEM
pd-1678364495778606-2,DEM
pd-1678852575688382-3,DEM
pd-167895208115-1,REP
pd-1679090162133962-5,REP
pd-16792125167-3,REP
pd-1679259212348430-4,REP
pd-1679402428737441-1,DEM
pd-1679521432262834-1,DEM
pd-1679521432262834-2,DEM
pd-167952849919161-2,DEM
pd-167968013767335-3,DEM
pd-167969283252495-2,DEM
pd-168034180736394-1,DEM
pd-168051710543266-2,REP
pd-1681120172099567-1,DEM
pd-1681120172099567-2,OTHER
pd-168216263203159-2,DEM
pd-1682876188698809-2,DEM
pd-1682876188698809-3,DEM
pd-1682876188698809-5,DEM
pd-1683659714985244-3,DEM
pd-168379594070325-2,REP
pd-1683805235011654-4,DEM
pd-1683964495186292-1,DEM
pd-168453326925652-1,DEM
pd-1684674575133005-3,REP
pd-168491067095768-3,DEM
pd-1685195748382653-2,DEM
pd-168526153792087-1,DEM
pd-168530360619096-1,REP
pd-168644233181947-1,REP
pd-1686521964952488-1,DEM
pd-168667859860190-1,DEM
pd-1686693824991100-2,DEM
pd-168765636637514-2,DEM
pd-168857193154545-2,REP
pd-1689478611287596-2,REP
pd-1689884007974416-5,DEM
pd-1690391157890179-1,REP
pd-169042736456594-2,REP
pd-169042736456594-4,DEM
pd-1691146061101804-2,REP
pd-1691146061101804-3,DEM
pd-169124877249-4,DEM
pd-169130470583214-1,DEM
pd-1691667177798461-1,DEM
pd-169196224815-4,DEM
pd-169282116541956-2,DEM
pd-169288666437036-1,REP
pd-169294473121454-2,REP
pd-169294473121454-4,REP
pd-169417726454618-2,DEM
pd-1694612334190364-1,REP
pd-169527570419431-2,DEM
pd-1695916253968884-1,REP
pd-1695950424027488-3,DEM
pd-1695950424027488-5,DEM
pd-169710960125365-2,DEM
pd-169730569777763-3,REP
pd-169746679803427-3,DEM
pd-169751795691-1,DEM
pd-1697673807169028-1,REP
pd-1697767360487915-2,REP
pd-1698902233461807-2,DEM
pd-1699364607000806-1,REP
pd-169947869747742-1,REP
pd-169947869747742-2,DEM
pd-169968630290554-3,DEM
pd-169968630290554-4,DEM
pd-1700009933598476-1,REP
pd-1700040490027062-1,DEM
pd-1700040490027062-6,DEM
pd-170004579701070-2,DEM
pd-1700622986725945-3,DEM
pd-170065833334074-1,DEM
pd-1701113809935985-1,DEM
pd-170165440257847-1,DEM
pd-170187609795-1,DEM
pd-1702165759816394-2,DEM
pd-17023576156-3,DEM
pd-17023576156-8,DEM
pd-1702437206742877-1,DEM
pd-170249909808098-3,DEM
pd-1702595286657629-2,DEM
pd-170309409666124-3,DEM
pd-170309409666124-4,DEM
pd-170309676999714-1,DEM
pd-170393939654285-1,DEM
pd-170458177029365-1,DEM
pd-1705286249783541-1,DEM
pd-170591064699-4,DEM
pd-170591064699-6,DEM
pd-170594593485107-1,DEM
pd-170623746891590-1,REP
pd-170643583063156-2,REP
pd-1706595809591228-2,REP
pd-170753313681688-1,DEM
pd-170755202952885-4,DEM
pd-170761130131507-2,DEM
pd-170920259668882-5,DEM
pd-1709657975990391-4,DEM
pd-1709691665957570-1,DEM
pd-170980280933-3,DEM
pd-1709889112641068-2,DEM
pd-1710424059239890-1,REP
pd-1710889002563913-2,REP
pd-1711390915783604-4,REP
pd-171153522949161-1,REP
pd-1711834059086638-3,REP
pd-171253542958944-1,DEM
pd-1712870642319492-2,DEM
pd-171287339973880-5,DEM
pd-1713005252363712-1,REP
pd-1713422042248093-3,REP
pd-171380089601468-2,DEM
