pd_id,party_clf_pdid
pd-107711150982095-1,DEM
pd-107711843970804-1,DEM
pd-107714650748903-1,DEM
pd-107714730825275-1,DEM
pd-107715530622760-1,DEM
pd-107718680714395-1,DEM
pd-107720344391949-1,REP
pd-107720344391949-2,REP
pd-107725370798378-1,REP
pd-107727304061755-2,DEM
pd-107730520999861-1,DEM
pd-107736347646054-1,DEM
pd-107737477790683-1,REP
pd-107738110965203-1,REP
pd-107749377689036-1,DEM
pd-107756450629760-1,DEM
pd-107757347471930-1,DEM
pd-107757804235396-1,DEM
pd-107760190815082-1,DEM
pd-107768680787048-1,REP
pd-107777201066377-1,REP
pd-107780810930681-1,DEM
pd-107782657241026-3,DEM
pd-107783157589710-2,REP
pd-107783734045177-1,DEM
pd-107787407565526-1,REP
pd-107794837653436-1,DEM
pd-107795040589745-2,REP
pd-107797490661178-1,DEM
pd-107802164349306-2,REP
pd-107802437414608-1,REP
pd-107803327644399-1,REP
pd-107803687769990-1,REP
pd-107803807306401-1,DEM
pd-107807897437841-1,REP
pd-107818744355875-1,DEM
pd-107819521056269-1,REP
pd-107829301054617-1,DEM
pd-107835654084621-1,DEM
pd-107844850626762-1,DEM
pd-107849021067647-1,REP
pd-107851964291718-2,DEM
pd-107854467479594-2,OTHER
pd-107856147650984-1,REP
pd-107860010739249-1,REP
pd-107863137588129-1,REP
pd-107867690954948-1,REP
pd-107867817669170-1,REP
pd-107871831072136-1,DEM
pd-107879414235151-1,REP
pd-107880796678124-3,DEM
pd-107886447644205-2,REP
pd-107890177289933-1,DEM
pd-107908460795089-1,DEM
pd-107910251103761-1,REP
pd-107913110723236-1,DEM
pd-1079135992099370-1,DEM
pd-1079135992099370-2,DEM
pd-107925304400748-1,REP
pd-107925304400748-2,REP
pd-107926934353212-2,DEM
pd-107928417637208-2,DEM
pd-107928700595443-1,DEM
pd-107931061038492-1,REP
pd-107933057643402-1,DEM
pd-107934780639445-1,DEM
pd-107937864372014-1,DEM
pd-107947167743448-1,DEM
pd-107950280837758-1,REP
pd-107950530627589-1,REP
pd-107951057327545-2,DEM
pd-107953010886875-1,REP
pd-107953199261156-3,DEM
pd-107954450771131-1,DEM
pd-107954941015920-1,DEM
pd-107958267666707-1,DEM
pd-107958267666707-2,REP
pd-107966294207235-1,REP
pd-107977987456962-1,DEM
pd-1079789672084038-1,DEM
pd-1079789672084038-2,DEM
pd-107979424401441-1,DEM
pd-107991237597420-1,DEM
pd-108000754385638-1,DEM
pd-108011857495320-1,DEM
pd-108012157680544-1,DEM
pd-108014424362790-1,DEM
pd-108014541025385-1,DEM
pd-108016137729003-1,DEM
pd-108016320913496-1,DEM
pd-108017730935478-1,DEM
pd-108020694257208-1,REP
pd-108020937381584-2,DEM
pd-108026493882575-2,REP
pd-108029674299216-1,REP
pd-108030527514568-1,DEM
pd-108033601060073-1,DEM
pd-108034114396670-1,DEM
pd-108035147579520-1,DEM
pd-108035241082294-1,DEM
pd-10803722213-2,DEM
pd-108049450743820-1,DEM
pd-108055220699538-1,REP
pd-108055220699538-2,REP
pd-108059030861687-1,DEM
pd-108066877390715-1,DEM
pd-108070667602198-1,REP
pd-108073649248029-1,DEM
pd-108073649248029-2,DEM
pd-108083297304830-1,DEM
pd-108086007666192-1,REP
pd-108091550525477-2,OTHER
pd-108092963961513-1,REP
pd-108096380850396-2,REP
pd-108103774350322-1,DEM
pd-108103774350322-2,DEM
pd-108106077338231-1,REP
pd-108106077338231-2,DEM
pd-108113454118315-1,REP
pd-108116254041821-1,DEM
pd-108118582602630-4,DEM
pd-108118933908193-1,DEM
pd-108123060732512-2,REP
pd-108123060732512-3,REP
pd-108127147456914-1,REP
pd-108130067577190-1,DEM
pd-108132584199104-1,DEM
pd-108132857627541-1,DEM
pd-108133404327426-1,DEM
pd-108135404139710-1,REP
pd-108135404139710-2,REP
pd-108143467720138-1,DEM
pd-108143760845862-1,DEM
pd-108148149267448-2,DEM
pd-108151850993608-1,REP
pd-108152933883451-1,REP
pd-108152933883451-2,REP
pd-108157630588712-2,REP
pd-108160307682486-1,REP
pd-108160457260764-1,DEM
pd-108176724213794-1,DEM
pd-108177123941208-2,REP
pd-108182477657777-1,DEM
pd-108189697681282-1,DEM
pd-108190170919541-1,DEM
pd-108193134061366-1,REP
pd-108193977489010-1,DEM
pd-108196081059558-1,DEM
pd-108197800779206-1,OTHER
pd-108197973936433-1,DEM
pd-108201210587152-1,DEM
pd-108201407448055-1,DEM
pd-108207277708370-1,DEM
pd-108212527437450-2,REP
pd-108215091045858-1,REP
pd-108220374169879-1,DEM
pd-108220374169879-2,REP
pd-108222644235193-2,DEM
pd-108228897468271-2,DEM
pd-108228897468271-3,DEM
pd-1082331255136924-3,REP
pd-108236517693847-2,DEM
pd-108238234243028-1,DEM
pd-108244260921271-1,REP
pd-108246870754881-1,DEM
pd-108247910586301-2,REP
pd-108252177711618-1,DEM
pd-1082522201878539-3,DEM
pd-108255684138648-1,REP
pd-108255763906073-2,DEM
pd-108259207655148-1,REP
pd-108259207655148-2,REP
pd-108259760666776-2,DEM
pd-108263142992027-1,OTHER
pd-108263742532393-1,REP
pd-108268957581301-1,DEM
pd-108273097641608-1,DEM
pd-108273884315449-1,REP
pd-108276694320404-1,DEM
pd-108277354196734-1,REP
pd-108277644623-3,DEM
pd-108281434237351-2,DEM
pd-108282844366785-1,DEM
pd-108282864070156-1,REP
pd-108284154110350-2,REP
pd-108284154110350-3,REP
pd-108285564380663-1,DEM
pd-108303332526647-3,REP
pd-108303332526647-4,DEM
pd-108303332526647-5,DEM
pd-108303585885118-3,DEM
pd-108303585885118-5,DEM
pd-108304257577308-1,REP
pd-108310235885897-3,DEM
pd-108320684047183-1,REP
pd-108328787336094-1,REP
pd-108329501016441-1,REP
pd-108337384472-1,DEM
pd-108338137722271-1,DEM
pd-108339677667942-1,DEM
pd-108354027660004-1,REP
pd-108354607370838-1,DEM
pd-108360947640230-1,REP
pd-108361967218696-1,REP
pd-108370060671720-1,DEM
pd-108371880807203-1,DEM
pd-108376673846063-1,DEM
pd-108376673846063-2,DEM
pd-108384357697887-1,DEM
pd-108385427590829-1,DEM
pd-108385597553152-1,DEM
pd-108386767290371-2,DEM
pd-108389790973504-1,DEM
pd-108390427654912-1,REP
pd-108392600853405-1,DEM
pd-108400607228194-1,REP
pd-108402054129137-1,DEM
pd-108403097699261-1,DEM
pd-108404402544253-3,DEM
pd-108412453994340-1,DEM
pd-108419784045830-1,REP
pd-108421737274558-1,DEM
pd-108424350512152-1,DEM
pd-108425937397883-1,DEM
pd-108430860703956-1,DEM
pd-108433090718220-2,DEM
pd-108433238844-2,DEM
pd-108434867628254-1,REP
pd-108445584282272-1,REP
pd-108448847651851-1,DEM
pd-108453510975314-1,DEM
pd-108455397202490-1,REP
pd-108455830777502-1,DEM
pd-108462700747312-1,REP
pd-108464460953715-1,DEM
pd-1084687491588319-3,DEM
pd-1084699151721503-1,DEM
pd-1084856268238034-3,REP
pd-1084856268238034-4,REP
pd-108488067565712-1,REP
pd-108491060980167-1,REP
pd-108504080938457-1,DEM
pd-108504877533822-1,DEM
pd-108506830560787-1,DEM
pd-108509557195909-1,DEM
pd-108521627416020-1,DEM
pd-108526764374431-1,DEM
pd-108535264051750-1,REP
pd-108539030971025-1,DEM
pd-108540957520460-1,DEM
pd-108542710774977-1,REP
pd-108543130978621-1,REP
pd-108543467740-3,DEM
pd-108544460730959-1,DEM
pd-108545369171567-2,DEM
pd-108551410745855-1,REP
pd-108553940975251-1,DEM
pd-108557097612242-1,DEM
pd-108562244188763-1,DEM
pd-108563180813042-2,DEM
pd-108567770915028-1,DEM
pd-108580917388075-1,REP
pd-108583533855999-3,DEM
pd-108584727596182-1,DEM
pd-108601163828121-2,REP
pd-108602797697049-1,DEM
pd-108607680678441-1,REP
pd-108608093955148-1,DEM
pd-108608697549907-1,DEM
pd-108613051001049-1,REP
pd-108614134149231-2,DEM
pd-108615204204850-1,DEM
pd-108615842526079-1,DEM
pd-108615842526079-2,REP
pd-108620667163768-5,DEM
pd-108621267531883-1,REP
pd-108621267531883-2,REP
pd-108629670688670-1,DEM
pd-108630940888911-1,REP
pd-108635710995633-1,DEM
pd-108640580619154-1,REP
pd-108641560699659-1,DEM
pd-108645074005625-1,REP
pd-108648314209008-1,REP
pd-108656640757514-1,DEM
pd-108658730612398-1,REP
pd-108659347411492-1,OTHER
pd-108659383942139-1,REP
pd-108666984017462-1,DEM
pd-1086699561366788-1,DEM
pd-1086699561366788-2,REP
pd-108670540772392-1,DEM
pd-108679964059409-1,REP
pd-108684994060458-1,REP
pd-108687773798767-3,DEM
pd-1086898888056156-1,REP
pd-108692310594568-1,DEM
pd-108695330660479-1,REP
pd-108704150949359-1,DEM
pd-108722535869070-1,DEM
pd-108724720718116-1,REP
pd-108726137625009-1,DEM
pd-108726483993323-1,REP
pd-108726793837368-1,DEM
pd-108727110952656-1,REP
pd-108741430637673-1,DEM
pd-108742197621536-1,DEM
pd-108745447250535-1,DEM
pd-108748174204723-1,REP
pd-108754587444715-1,DEM
pd-108761157264828-1,DEM
pd-108762450744812-1,DEM
pd-108768257550258-1,DEM
pd-108777067155965-2,REP
pd-108777067155965-3,REP
pd-108777067155965-4,REP
pd-108780191006025-1,DEM
pd-108782680799347-1,DEM
pd-108784447596352-1,OTHER
pd-108790689218537-5,REP
pd-108790689218537-6,REP
pd-108793204054892-1,DEM
pd-108796164192378-1,DEM
pd-108797534098691-1,REP
pd-108799760909932-1,REP
pd-108806450690343-1,DEM
pd-108808274001366-1,DEM
pd-108809180983261-1,DEM
pd-108811017474120-1,REP
pd-108812057593645-1,DEM
pd-108812610982370-1,DEM
pd-108812610982370-2,DEM
pd-108812917314369-1,DEM
pd-108825517612789-1,DEM
pd-108826954214747-1,REP
pd-108836113981738-1,DEM
pd-108838804083071-2,REP
pd-108846090820594-1,REP
pd-108846783944723-1,DEM
pd-108850070800181-1,REP
pd-108853190543148-1,DEM
pd-108854430811842-2,DEM
pd-108860490798113-1,DEM
pd-108873024177588-1,DEM
pd-108879409056-1,DEM
pd-108884473848050-1,REP
pd-108889077217580-1,REP
pd-108890670842939-1,DEM
pd-1088950287806118-2,DEM
pd-108904230999104-1,DEM
pd-108908250951576-1,DEM
pd-108908350556964-1,DEM
pd-1089126131162650-1,DEM
pd-108919600940215-1,DEM
pd-108921997296320-1,REP
pd-108923323814560-1,REP
pd-108923323814560-2,REP
pd-108932104229697-2,REP
pd-108933404266090-1,REP
pd-108933640525216-2,DEM
pd-108941249155931-1,DEM
pd-108944303915458-1,DEM
pd-108952034203782-1,DEM
pd-108952257545742-1,REP
pd-108956694086509-1,DEM
pd-108957424156522-1,DEM
pd-108962144315644-1,REP
pd-108962720550426-1,REP
pd-108971449133-2,REP
pd-108973117329910-1,DEM
pd-108977400825190-2,REP
pd-108979080925289-1,REP
pd-108995007313532-1,REP
pd-109005437176705-1,DEM
pd-109007697379921-1,DEM
pd-109017794026700-2,DEM
pd-109023747390527-1,DEM
pd-109027767513676-1,REP
pd-109028667322397-2,REP
pd-109031110946474-1,DEM
pd-109037842487676-3,REP
pd-109042030853888-1,DEM
pd-109043040742945-1,DEM
pd-109043270754945-1,REP
pd-109046860713756-1,REP
pd-109048470739435-1,DEM
pd-109057094082343-1,DEM
pd-109061570850845-1,REP
pd-109061570850845-2,REP
pd-109063714249620-1,DEM
pd-10906383577-3,DEM
pd-109067434168318-1,DEM
pd-109070964087009-2,DEM
pd-109082440908715-1,DEM
pd-109091967507331-1,DEM
pd-109092142462587-3,DEM
pd-109097990639753-1,REP
pd-109098880911410-1,REP
pd-109100927497830-2,DEM
pd-109105653814152-1,DEM
pd-109111900634787-2,DEM
pd-109117807648387-1,DEM
pd-109119244250552-1,DEM
pd-109128120906843-1,DEM
pd-109128727105981-1,DEM
pd-109131637582529-1,REP
pd-109136650636111-2,DEM
pd-109136650636111-3,DEM
pd-109137763868782-1,DEM
pd-109140985838232-1,DEM
pd-109142334185673-1,DEM
pd-109146994191057-2,DEM
pd-109147150909080-1,REP
pd-109149202833329-2,REP
pd-109151130456813-2,REP
pd-109165767275471-1,DEM
pd-109166370924727-2,DEM
pd-109171750825328-1,REP
pd-109185544009033-2,DEM
pd-109191504279852-1,DEM
pd-1091928140885937-1,REP
pd-109193114114132-1,DEM
pd-109194004186671-1,DEM
pd-1091956660815994-2,DEM
pd-109198060900967-1,DEM
pd-109200595768753-1,DEM
pd-109201724243641-1,REP
pd-109205663852133-2,DEM
pd-109205663852133-3,DEM
pd-109208377567307-1,OTHER
pd-109208434235207-1,DEM
pd-109217467244059-2,DEM
pd-109222857508644-1,DEM
pd-109222857508644-2,REP
pd-109225614253405-1,DEM
pd-109230587565181-1,DEM
pd-109231370525017-1,REP
pd-109235590846632-1,DEM
pd-109239473989886-1,DEM
pd-109240048802-3,REP
pd-109240123933010-2,DEM
pd-109240123933010-3,DEM
pd-109256230897829-2,REP
pd-109259090549237-2,DEM
pd-109259784248899-1,DEM
pd-109259897568722-1,DEM
pd-109268243766866-1,DEM
pd-109268907127168-1,DEM
pd-109273330467110-1,DEM
pd-109273470707384-1,DEM
pd-109280390772599-1,DEM
pd-109281427171829-1,REP
pd-109294307326727-1,REP
pd-109295990419284-1,REP
pd-109297185808748-2,REP
pd-109299497437235-1,DEM
pd-1093011197387421-2,REP
pd-109304380555160-1,DEM
pd-109315090890119-1,REP
pd-109315829092441-1,DEM
pd-109315829092441-2,DEM
pd-109323764255600-1,REP
pd-109326134188048-1,DEM
pd-109328150622157-1,DEM
pd-109330147554391-1,DEM
pd-109332880481566-1,REP
pd-109334787264386-1,REP
pd-1093425424099346-1,DEM
pd-109348234258192-1,DEM
pd-109349737466759-1,DEM
pd-109352124001116-1,DEM
pd-109352124001116-2,DEM
pd-109352770720250-1,DEM
pd-1093594090659973-4,REP
pd-109360297266116-1,REP
pd-109366999171920-2,REP
pd-109376850902554-1,DEM
pd-109377147567055-1,DEM
pd-109381103998579-1,REP
pd-109383104181346-1,DEM
pd-109392040690237-1,DEM
pd-109392184032398-1,DEM
pd-109394673934241-1,DEM
pd-109398917510600-1,REP
pd-109399577061888-1,REP
pd-109408607288493-1,REP
pd-109409907523817-1,DEM
pd-109420333746226-1,REP
pd-109431937386175-2,DEM
pd-109433977219053-1,REP
pd-109436524022797-1,DEM
pd-109439310863992-1,DEM
pd-109441827574139-2,REP
pd-109449490900483-1,REP
pd-109449563939515-1,REP
pd-109451340732702-1,REP
pd-109452197455024-1,DEM
pd-109452197455024-2,DEM
pd-109452197455024-3,REP
pd-109457980774407-1,DEM
pd-109465560444254-1,DEM
pd-1094681343890528-2,DEM
pd-109481350627335-1,DEM
pd-109482057448036-1,REP
pd-109482143852428-1,DEM
pd-109485893717036-2,DEM
pd-109489840860646-1,DEM
pd-109490540810493-1,REP
pd-109497606063007-3,DEM
pd-109497606063007-4,DEM
pd-109500260459602-2,REP
pd-109500644115647-1,REP
pd-109503650673946-1,DEM
pd-109505344096030-1,REP
pd-109509407182490-1,REP
pd-109521620396235-1,DEM
pd-109524023903109-1,DEM
pd-109526232935380-1,DEM
pd-109528944159419-2,REP
pd-109529207449962-1,DEM
pd-109532897559533-1,DEM
pd-109541387122506-2,DEM
pd-109550734011965-1,DEM
pd-109553377179624-1,DEM
pd-109562380843623-1,DEM
pd-109562564212194-1,DEM
pd-109563004150942-1,DEM
pd-109567450764819-1,DEM
pd-109570997300323-1,REP
pd-109575145733890-2,REP
pd-109575145733890-4,DEM
pd-109582523919766-1,DEM
pd-109587847304613-1,REP
pd-109592402468562-3,REP
pd-109593387210755-1,DEM
pd-109594540642722-1,DEM
pd-109601955749456-3,REP
pd-109612110673801-1,DEM
pd-109621014050573-1,DEM
pd-109625540470433-1,REP
pd-109628277146799-1,REP
pd-109635840416041-1,DEM
pd-109643340746552-1,DEM
pd-109647263881336-1,DEM
pd-109671107289905-1,DEM
pd-109673587226930-1,DEM
pd-109675330765490-1,DEM
pd-109677057145919-1,DEM
pd-109677057145919-3,DEM
pd-109679657448551-1,REP
pd-109680034183229-1,DEM
pd-109686833872423-1,DEM
pd-109693787548477-1,REP
pd-109698737529541-1,REP
pd-109698983847491-1,DEM
pd-109703030690544-1,DEM
pd-109704010751650-1,REP
pd-109715140381118-2,DEM
pd-109715140381118-3,DEM
pd-109718777340857-1,DEM
pd-109723580702414-1,DEM
pd-109725597242974-1,REP
pd-109729364242330-1,REP
pd-109729897041138-2,REP
pd-109730850882158-1,DEM
pd-109742407314234-1,REP
pd-1097467973720646-4,DEM
pd-109756549871-2,DEM
pd-109759834199793-1,REP
pd-109765724056537-1,DEM
pd-109765997130049-1,DEM
pd-109768477237052-1,DEM
pd-1097705673681501-3,DEM
pd-109774174240247-1,DEM
pd-109775120743017-1,DEM
pd-109776010617644-2,DEM
pd-109780667529069-1,REP
pd-109791060583054-1,DEM
pd-109798407066823-1,REP
pd-109799770637267-1,REP
pd-109805303795705-3,DEM
pd-109806407493412-1,DEM
pd-109811857299834-1,REP
pd-109831277211901-1,REP
pd-109834327180743-2,DEM
pd-1098404006841271-2,DEM
pd-109842074044948-2,DEM
pd-109843440910768-1,REP
pd-109843734118639-1,DEM
pd-109845107083417-1,DEM
pd-109846717137708-2,DEM
pd-109850030725758-1,DEM
pd-109850787499677-1,DEM
pd-109851974121445-1,DEM
pd-1098527803501732-1,DEM
pd-109858217538541-1,REP
pd-109858217538541-3,REP
pd-109866370700481-1,DEM
pd-109866370700481-2,DEM
pd-109867117088051-1,DEM
pd-109871230719870-1,DEM
pd-109878214210542-1,DEM
pd-109885967399167-1,DEM
pd-109889977298196-1,DEM
pd-109889977298196-2,REP
pd-109894877501594-1,DEM
pd-109898350574925-1,DEM
pd-109900313979111-1,REP
pd-109903770601751-1,DEM
pd-109916414010782-1,REP
pd-109927937053301-1,DEM
pd-109937107272191-1,DEM
pd-109942097197511-1,DEM
pd-109944290704309-1,DEM
pd-109944290704309-2,DEM
pd-109944567501859-1,REP
pd-109944567501859-2,REP
pd-109947294143213-1,REP
pd-109949160838214-1,DEM
pd-109949824101129-1,DEM
pd-109952170778997-1,REP
pd-109958865743777-2,REP
pd-109960793958364-1,DEM
pd-109966090520061-1,REP
pd-109966290494892-1,DEM
pd-109970794118583-1,REP
pd-109978390739767-1,DEM
pd-109979024135144-1,DEM
pd-109982877529134-1,DEM
pd-109985953927973-1,DEM
pd-109986677222154-1,DEM
pd-109989030746885-1,DEM
pd-109995194004367-1,DEM
pd-109998573806443-1,REP
pd-110012277420757-1,DEM
pd-110018833813683-1,DEM
pd-110018837529887-1,DEM
pd-110023547562733-1,DEM
pd-110025777469404-1,REP
pd-110026044048401-2,DEM
pd-110026044048401-3,DEM
pd-110026044048401-4,DEM
pd-110026803998518-2,DEM
pd-110029657470938-1,REP
pd-110035463860647-1,REP
pd-110043497422795-1,DEM
pd-110051500766212-2,DEM
pd-110051514050443-1,REP
pd-110057353701327-1,DEM
pd-110061623807565-1,REP
pd-11006419356-3,REP
pd-1100705903404103-4,DEM
pd-1100705903404103-5,DEM
pd-110071343878648-1,REP
pd-110077687260604-1,DEM
pd-110079633983450-2,REP
pd-110079643960847-1,REP
pd-110081287500559-1,DEM
pd-1100824316619084-1,REP
pd-110083713907570-1,DEM
pd-110086670758129-1,REP
pd-110087400644147-1,DEM
pd-110095384054612-1,DEM
pd-110095384054612-2,DEM
pd-110108710370125-1,DEM
pd-1101105406579064-2,DEM
pd-110112227145-1,DEM
pd-110123887389320-1,DEM
pd-110124618713-1,REP
pd-110124618713-2,REP
pd-110131184128140-1,REP
pd-110135767495275-1,REP
pd-110139794020263-1,DEM
pd-110144047247100-2,REP
pd-110144047247100-3,REP
pd-110145080630654-1,DEM
pd-110145370716054-2,DEM
pd-110147464027347-1,DEM
pd-1101629683290641-1,DEM
pd-110175480400832-1,REP
pd-110175523679945-1,REP
pd-110177057396242-1,REP
pd-110177617177009-1,DEM
pd-110182763836209-2,DEM
pd-110183413774937-1,DEM
pd-110189666997837-2,REP
pd-110191837500636-1,DEM
pd-110195673956093-1,DEM
pd-110199357322201-1,REP
pd-110201794170945-1,DEM
pd-110204593738296-1,REP
pd-110206523984709-2,DEM
pd-110223773890475-3,DEM
pd-110224557162326-1,DEM
pd-110227970421688-1,REP
pd-110233360851463-1,REP
pd-110239177250087-4,DEM
pd-110241230451459-1,DEM
pd-110243310459780-1,REP
pd-110245180767586-2,DEM
pd-110246104132160-1,DEM
pd-110246104132160-2,REP
pd-110251373805984-2,DEM
pd-110251417147223-1,DEM
pd-110252443860993-1,REP
pd-110257623864359-1,REP
pd-110263337470423-1,DEM
pd-110263960797634-1,REP
pd-110271114079700-2,DEM
pd-110274720431086-1,DEM
pd-110287144028532-1,DEM
pd-110292143780849-1,DEM
pd-110293877125091-1,DEM
pd-110293926982415-1,DEM
pd-110295997402587-1,REP
pd-110301027302067-1,REP
pd-110301027302067-2,DEM
pd-110308657382660-1,DEM
pd-110309607045916-1,REP
pd-110316380149-1,REP
pd-110319934088937-1,REP
pd-110322770360728-1,DEM
pd-110326484168705-1,DEM
pd-110326484168705-2,DEM
pd-110326877272780-1,DEM
pd-110326957281882-1,REP
pd-110329020803949-1,REP
pd-110339484041212-1,DEM
pd-1103543526392393-1,DEM
pd-110357190488361-2,DEM
pd-110359537459517-1,DEM
pd-110362460695237-1,DEM
pd-110365633697522-2,REP
pd-110366320510798-1,DEM
pd-110368740732087-1,REP
pd-110371167319419-1,DEM
pd-110373865639447-1,REP
pd-110377296984742-1,REP
pd-110382180339967-1,REP
pd-110382180339967-2,REP
pd-110384354075446-1,DEM
pd-110395007423272-1,DEM
pd-110417180512765-2,DEM
pd-110424107494020-1,DEM
pd-110424737363776-1,DEM
pd-110429444028909-2,DEM
pd-110432687231488-1,REP
pd-110434083981649-1,DEM
pd-110435913782722-1,REP
pd-110439270638992-2,DEM
pd-110443580613594-1,DEM
pd-110448730460497-2,DEM
pd-110449807257102-1,OTHER
pd-110459440802180-1,DEM
pd-110466520808094-1,REP
pd-110488807350258-1,DEM
pd-110494263701426-2,DEM
pd-110497717105451-1,REP
pd-110497717105451-2,REP
pd-110511574165612-1,REP
pd-110519695636906-3,DEM
pd-110524713930899-1,DEM
pd-110527550750215-1,DEM
pd-110533090483384-1,DEM
pd-110541404893-3,DEM
pd-110543370709152-1,DEM
pd-110543370709152-2,DEM
pd-110544310670012-1,DEM
pd-110547337102025-1,DEM
pd-110555820407136-1,DEM
pd-110557007154443-1,REP
pd-110562504171295-1,REP
pd-110563080301468-2,DEM
pd-110563397477630-1,DEM
pd-110564387276584-1,DEM
pd-110576737100137-1,DEM
pd-110576817417667-1,REP
pd-110580857212769-1,DEM
pd-110588273989071-1,DEM
pd-110588503877854-1,DEM
pd-110599147327807-1,DEM
pd-110603280493904-1,REP
pd-110603913754206-2,REP
pd-1106060343115346-1,DEM
pd-110610157439878-1,DEM
pd-110615153902-4,REP
pd-110615153902-5,DEM
pd-110620807426545-1,REP
pd-110622630663443-1,REP
pd-110625020543048-1,DEM
pd-110630487479464-1,DEM
pd-110638227349388-1,DEM
pd-110647204037977-1,DEM
pd-110670280444476-3,OTHER
pd-110670983934583-1,DEM
pd-110671237139839-1,DEM
pd-110671237139839-2,REP
pd-110673147468684-1,REP
pd-110678420758237-1,DEM
pd-110678420758237-2,REP
pd-110679063999023-1,DEM
pd-1106859749348899-1,DEM
pd-1106859749348899-2,DEM
pd-110686437154322-1,DEM
pd-110690406969480-2,REP
pd-110695234143711-1,DEM
pd-110708080306680-1,DEM
pd-110708770584175-1,DEM
pd-110712737213610-1,DEM
pd-110721280753424-1,DEM
pd-110722294126430-1,REP
pd-110730660784717-1,REP
pd-110734820461125-2,DEM
pd-110734820461125-4,DEM
pd-110738147383189-1,REP
pd-110740087285565-1,DEM
pd-110744417148300-1,REP
pd-110746996993983-3,DEM
pd-110749217080609-1,OTHER
pd-110749446963570-3,DEM
pd-110754115759992-1,REP
pd-1107547519407549-2,DEM
pd-110762817251323-1,DEM
pd-110769717201389-1,REP
pd-110773130329664-1,DEM
pd-110776702403268-3,REP
pd-110781044015554-1,REP
pd-110787220528672-1,REP
pd-110787707318375-1,DEM
pd-110790933972799-1,REP
pd-110795790684589-1,DEM
pd-1107973016071967-1,REP
pd-110798880680061-1,REP
pd-110806357012916-1,REP
pd-110807000801374-1,REP
pd-110808870762726-1,REP
pd-110809240592551-1,REP
pd-110809240592551-2,DEM
pd-110820600528266-1,REP
pd-110820600528266-2,REP
pd-110823813831113-1,REP
pd-110825477206136-1,REP
pd-110826154022494-1,DEM
pd-110828097459779-1,REP
pd-110828620426941-1,DEM
pd-110830853730734-1,DEM
pd-110830987177935-1,DEM
pd-110836360426744-2,REP
pd-110841810594475-1,DEM
pd-110845550593681-1,DEM
pd-110853677192337-2,DEM
pd-110858640414760-1,REP
pd-110860657278224-1,REP
pd-110877643641159-1,REP
pd-110877643641159-2,REP
pd-110878350510493-1,DEM
pd-110901983814772-2,REP
pd-110903986935309-1,REP
pd-1109093812491437-5,REP
pd-110909873859389-1,DEM
pd-110917107126667-1,DEM
pd-110921587330141-1,DEM
pd-110928503713915-1,DEM
pd-110937127360677-1,REP
pd-110937263781608-1,DEM
pd-110941370337697-1,DEM
pd-110943073830931-1,REP
pd-110955443762570-1,DEM
pd-110955507365144-1,REP
pd-110962313941403-1,DEM
pd-110964673629130-1,DEM
pd-110968130547726-1,DEM
pd-110973030504950-1,DEM
pd-110977550741652-1,REP
pd-110982784041997-1,DEM
pd-110987110398146-1,REP
pd-110996247175517-1,DEM
pd-110996247175517-2,DEM
pd-111001597165583-1,REP
pd-111002740759134-1,REP
pd-111002947447148-1,DEM
pd-111010037099991-1,DEM
pd-111019774052380-1,DEM
pd-111023584012681-1,DEM
pd-111023584012681-2,DEM
pd-111025563615171-2,REP
pd-111026453961932-1,REP
pd-111030364000594-1,DEM
pd-111032923803385-1,DEM
pd-111033426963846-1,DEM
pd-111033426963846-2,DEM
pd-111033910762239-1,REP
pd-111040354092023-1,DEM
pd-111040616957411-1,OTHER
pd-111040616957411-2,OTHER
pd-111044720721431-1,DEM
pd-111045460689149-1,DEM
pd-111056992245282-3,DEM
pd-111060433558288-1,REP
pd-111085963854589-1,DEM
pd-111085963854589-2,DEM
pd-111090943766822-1,REP
pd-111094257066559-1,DEM
pd-111101707186668-1,DEM
pd-111102650562277-1,REP
pd-111102823611290-1,DEM
pd-111108000680222-1,DEM
pd-111108070534711-1,DEM
pd-111109760748852-1,DEM
pd-111111360297173-1,DEM
pd-111112257286688-1,DEM
pd-11111618026-1,DEM
pd-11111618026-3,DEM
pd-111140093672868-2,OTHER
pd-111140093672868-3,OTHER
pd-111143288919034-2,REP
pd-111147183915142-1,DEM
pd-111148777016553-1,DEM
pd-111151490241542-2,DEM
pd-111152033770862-1,DEM
pd-111154480583837-1,REP
pd-111159213777784-1,DEM
pd-111168783611294-2,DEM
pd-111172613873583-1,REP
pd-111173363662401-1,DEM
pd-111173810400632-1,REP
pd-111182803979617-1,REP
pd-111182803979617-2,REP
pd-111182803979617-3,REP
pd-111182803979617-4,DEM
pd-111190730276548-1,DEM
pd-111193404090830-1,DEM
pd-111194394095450-1,REP
pd-1112005288836349-1,REP
pd-111201130682281-1,DEM
pd-111203253666813-1,REP
pd-111203607238172-1,REP
pd-111203627292886-1,DEM
pd-111204039054580-3,REP
pd-111216038904721-2,DEM
pd-111216596892874-1,DEM
pd-111216837130375-1,DEM
pd-111219917249118-1,REP
pd-111222097052022-4,OTHER
pd-111231420759559-1,REP
pd-111231420759559-2,REP
pd-111237380629308-1,DEM
pd-111245030460965-1,DEM
pd-111247993833532-1,DEM
pd-111253797316410-1,REP
pd-111259726985103-1,DEM
pd-111259907343755-1,DEM
pd-111271327200512-1,DEM
