pd_id,party_all_clf_pdid
pd-103736682268965-1,REP
pd-103737628937899-1,REP
pd-103739957866477-2,DEM
pd-103739957866477-3,DEM
pd-1037412379655046-1,REP
pd-103742739158766-1,DEM
pd-103743728939771-1,REP
pd-103743768051584-1,DEM
pd-103746554703507-1,REP
pd-103747761393271-2,REP
pd-103749255776120-1,DEM
pd-103752760973971-1,REP
pd-103753215835377-1,DEM
pd-103756545725624-1,DEM
pd-103759845853687-1,DEM
pd-103766042362874-1,REP
pd-103767174529111-2,DEM
pd-103776497817791-1,REP
pd-103778941472032-1,REP
pd-103785222083578-1,REP
pd-103785532237638-1,REP
pd-1037872546360579-2,REP
pd-103788898754761-1,REP
pd-1037901119596965-2,DEM
pd-103790308789146-1,DEM
pd-103791528939309-1,DEM
pd-103792788912390-1,DEM
pd-103798459139128-1,REP
pd-103798459139128-2,REP
pd-103802832210806-1,DEM
pd-103803998720799-1,DEM
pd-103805025692819-1,DEM
pd-103806957816376-1,REP
pd-103811638443854-2,REP
pd-103813707678012-2,REP
pd-103815182285684-1,REP
pd-103816675714966-1,DEM
pd-103821278955739-1,REP
pd-103822382448078-1,REP
pd-103824732311070-1,REP
pd-103828241312020-3,DEM
pd-103829082368497-1,REP
pd-103829304786223-1,DEM
pd-103830465310287-2,REP
pd-103831399141061-1,DEM
pd-103836289061885-1,DEM
pd-103837405717719-1,REP
pd-103838287995107-1,DEM
pd-103838694985581-1,DEM
pd-103839369105886-1,REP
pd-103839369105886-3,DEM
pd-103839541551153-1,DEM
pd-103839911900639-1,REP
pd-103842475561995-1,DEM
pd-103847375818635-1,REP
pd-103851564652-4,DEM
pd-103856735524744-1,DEM
pd-103857865055506-NA,REP
pd-103864472260650-1,DEM
pd-103864818873558-1,REP
pd-103866879137665-2,DEM
pd-103866879137665-3,DEM
pd-103868959133223-1,DEM
pd-103872295082295-1,DEM
pd-103875089142425-1,REP
pd-103875195579410-1,DEM
pd-103876509123109-1,DEM
pd-103884312383359-1,DEM
pd-103890001426406-1,REP
pd-103890952284358-1,DEM
pd-103902317946785-1,REP
pd-103905533194-3,DEM
pd-103906661787083-1,REP
pd-103912059097010-1,DEM
pd-103913471081871-1,DEM
pd-103914675510123-1,REP
pd-103916546350474-2,DEM
pd-103918519082442-1,DEM
pd-103921782727-2,DEM
pd-1039247939544707-2,DEM
pd-1039247939544707-3,REP
pd-1039247939544707-4,REP
pd-103925268887848-1,REP
pd-103929304678916-1,DEM
pd-103930738317644-1,DEM
pd-103931494692565-1,REP
pd-103935139134298-1,REP
pd-103935302017857-1,REP
pd-103935628350229-1,REP
pd-103936177693945-1,DEM
pd-103936569774737-2,DEM
pd-103936797907902-3,DEM
pd-103937071420441-2,DEM
pd-103940628403584-1,REP
pd-103943623112552-NA,DEM
pd-103945768988283-1,DEM
pd-103945768988283-2,DEM
pd-103947354660234-1,DEM
pd-103952027947204-2,REP
pd-103955632193481-1,REP
pd-103955758959383-NA,DEM
pd-103956522294634-1,DEM
pd-103957105640416-1,DEM
pd-103957182232168-1,REP
pd-103961198880984-1,DEM
pd-103961245595449-1,DEM
pd-103965698932755-1,REP
pd-103966582291401-1,DEM
pd-103969885695808-1,DEM
pd-103970691374054-1,OTHER
pd-103974588394135-NA,REP
pd-103977779053791-1,DEM
pd-103979337736591-2,DEM
pd-103980056366856-2,DEM
pd-103982185373674-1,DEM
pd-103983379801-4,DEM
pd-103989498999595-1,DEM
pd-103989498999595-NA,DEM
pd-103989842287903-1,REP
pd-103995511130782-2,REP
pd-104002425114640-1,REP
pd-104002425114640-2,DEM
pd-104003952472241-2,DEM
pd-104004429005770-3,REP
pd-104006752475132-1,REP
pd-104007709159026-1,REP
pd-104009812476274-2,REP
pd-104010718881512-1,REP
pd-104012844923170-1,DEM
pd-104013348918578-1,DEM
pd-104017352161444-1,REP
pd-104022964523098-1,DEM
pd-104023162202317-1,REP
pd-104024728059537-1,DEM
pd-104029002236899-1,REP
pd-104032442425481-1,DEM
pd-104032442425481-3,DEM
pd-104037035534042-1,DEM
pd-104041842241649-1,DEM
pd-104042432322581-1,REP
pd-104042452981815-2,DEM
pd-104042452981815-3,DEM
pd-104042682018479-1,DEM
pd-104051469685313-1,REP
pd-104052218962696-1,REP
pd-104052692436633-1,REP
pd-104052692436633-2,DEM
pd-104052692436633-3,DEM
pd-104053374682614-2,DEM
pd-104055018952741-2,DEM
pd-104067822183472-1,REP
pd-104071162095637-1,REP
pd-104071802205813-1,REP
pd-104073326293249-2,REP
pd-104093512185696-1,REP
pd-104094415337871-2,DEM
pd-104096498954160-1,REP
pd-104098038470921-1,REP
pd-104099074492299-1,REP
pd-104101245596908-1,REP
pd-104102725410336-1,REP
pd-104102725410336-2,REP
pd-104103511639776-1,REP
pd-104105775807443-1,DEM
pd-104107788684988-1,REP
pd-104108388937226-1,REP
pd-104112361131358-1,REP
pd-104113087669604-1,REP
pd-104113672186734-1,REP
pd-104113871421589-1,REP
pd-104119931947798-2,REP
pd-104125888946346-1,DEM
pd-104129018193122-3,DEM
pd-104129472213143-1,DEM
pd-104133848853298-1,DEM
pd-104134582247672-1,REP
pd-104135262375245-1,DEM
pd-104135262375245-2,DEM
pd-104135461941439-1,REP
pd-104139141429419-1,DEM
pd-104142590938144-1,DEM
pd-104142742367724-1,REP
pd-104143227777677-2,DEM
pd-104146588710458-1,DEM
pd-104147532156947-1,REP
pd-104148352442593-NA,DEM
pd-104148491123171-1,REP
pd-104151054899518-2,REP
pd-104152941364-6,REP
pd-104157465360232-1,DEM
pd-104161677911287-1,DEM
pd-104164075345068-1,REP
pd-104167295345480-1,DEM
pd-104168048539446-1,REP
pd-104178704279594-4,DEM
pd-104178947756744-2,REP
pd-104180378425582-1,REP
pd-104181186973-3,REP
pd-104186908833544-1,REP
pd-104189234347783-1,DEM
pd-104195059111724-1,REP
pd-104195148909726-1,DEM
pd-104196279154855-1,REP
pd-104197751646893-1,DEM
pd-104198632219473-1,DEM
pd-104200518201512-1,REP
pd-104209369006274-1,DEM
pd-104209389136095-1,DEM
pd-104209538962177-1,DEM
pd-104224114671958-2,DEM
pd-104226235581471-1,REP
pd-104228592202579-1,REP
pd-104229618865563-1,REP
pd-104231082477614-1,REP
pd-104235252229086-1,DEM
pd-104235992265447-1,REP
pd-104241424297600-1,REP
pd-104242658760021-2,DEM
pd-104246449040808-1,REP
pd-104247527982851-1,REP
pd-104249015512660-1,DEM
pd-104253615152700-1,REP
pd-104261971104012-2,DEM
pd-104264858892928-2,DEM
pd-104267835624543-1,DEM
pd-104268828901069-1,DEM
pd-104268828901069-2,DEM
pd-104271208893972-1,DEM
pd-104274145735378-1,REP
pd-104276409025070-1,DEM
pd-104276904403813-1,DEM
pd-104279382951402-2,DEM
pd-104285682198530-1,REP
pd-104286792375843-1,DEM
pd-104287888919944-1,DEM
pd-104288381188176-1,REP
pd-104292515820190-1,DEM
pd-104292998012040-1,REP
pd-104294461919852-2,DEM
pd-104295601633638-2,REP
pd-104295762096299-1,DEM
pd-104299059120711-1,DEM
pd-104299831779270-1,REP
pd-104301188158587-2,DEM
pd-104303702185131-3,REP
pd-104308875463441-1,DEM
pd-104313004767390-2,REP
pd-104319892920-4,REP
pd-104324594374360-2,DEM
pd-104327014699060-2,REP
pd-104327115793389-1,REP
pd-104329801521555-3,DEM
pd-104330712359458-NA,DEM
pd-104335102467902-1,REP
pd-104336052403355-1,DEM
pd-104336648822265-1,REP
pd-104337601012996-1,REP
pd-104338357673828-1,DEM
pd-104338357673828-3,DEM
pd-104339952168466-1,REP
pd-104344172357997-1,DEM
pd-104348448809254-3,REP
pd-104360235761078-1,DEM
pd-104364895521692-1,REP
pd-104367125102116-1,DEM
pd-104372121186916-2,DEM
pd-104376828818586-1,DEM
pd-104377518078467-2,DEM
pd-104377609087701-1,DEM
pd-104377641671195-1,REP
pd-104383789111696-1,DEM
pd-104384895750384-1,DEM
pd-104388295609450-2,REP
pd-104388872115979-1,REP
pd-104389147977631-1,DEM
pd-104392445507106-1,REP
pd-104393405188122-NA,REP
pd-104394921537530-1,DEM
pd-104396194587918-1,REP
pd-104396194587918-3,DEM
pd-104398042286749-1,REP
pd-104401032211402-2,DEM
pd-104401787851526-2,DEM
pd-104403007783509-2,REP
pd-104407685631709-1,DEM
pd-104409687644806-1,DEM
pd-104409702323459-1,DEM
pd-104411081511805-2,REP
pd-104414835536780-1,DEM
pd-104419475285342-1,REP
pd-104421592449250-1,REP
pd-104423258854951-1,REP
pd-104424065580655-1,DEM
pd-104428462430739-1,DEM
pd-104431438839988-2,REP
pd-104431812068046-1,DEM
pd-104432251724485-1,DEM
pd-104433668507643-2,DEM
pd-104437715620484-1,DEM
pd-104437942929772-1,DEM
pd-1044390075643426-1,DEM
pd-104445087807736-1,DEM
pd-104450329049016-1,DEM
pd-104452602317055-1,REP
pd-104454042417919-1,REP
pd-104455432164245-1,REP
pd-104457252169862-1,REP
pd-104460707772366-NA,DEM
pd-104468208782949-1,REP
pd-104468341386662-1,REP
pd-104468638592013-2,REP
pd-104469685657979-1,DEM
pd-104475454461274-3,DEM
pd-104475744623219-2,REP
pd-104478425596973-1,DEM
pd-104479969066325-1,REP
pd-104482607996255-2,REP
pd-104483252161288-1,DEM
pd-104485335559840-2,DEM
pd-104485335559840-3,DEM
pd-104486655712826-1,REP
pd-104487265233222-1,REP
pd-104491841664875-1,REP
pd-104492688858194-1,DEM
pd-104492772201278-1,DEM
pd-104497675721478-1,DEM
pd-104497845010050-1,REP
pd-104500365411226-1,REP
pd-104500742993682-2,DEM
pd-104503851136223-1,REP
pd-104514495653964-1,DEM
pd-104517582150199-1,DEM
pd-104521742264450-1,DEM
pd-104530258866956-5,DEM
pd-104530258866956-6,DEM
pd-104532391866512-1,REP
pd-10453255451-4,REP
pd-104535039011523-1,DEM
pd-104536112956-3,DEM
pd-104538631546561-1,DEM
pd-104540022200338-1,REP
pd-104540205531836-1,DEM
pd-104543912289342-1,REP
pd-104556038851031-1,DEM
pd-104557795558046-1,REP
pd-104559128815058-1,DEM
pd-104561112241239-1,REP
pd-104561658702017-1,REP
pd-104566099080402-1,DEM
pd-104569495551453-2,REP
pd-104573625734313-1,REP
pd-104573798506163-1,DEM
pd-104575468923031-1,REP
pd-104576092074966-1,REP
pd-104582282085385-1,REP
pd-104586051819019-2,DEM
pd-104589092177043-1,REP
pd-104589092177043-2,DEM
pd-104589995526686-1,DEM
pd-104601858839742-1,REP
pd-1046025445417095-1,REP
pd-104604288580943-1,DEM
pd-104605054708056-1,REP
pd-10461186460-3,DEM
pd-104612005611815-1,DEM
pd-104612882030328-1,REP
pd-104614641200137-2,DEM
pd-104620255489882-1,DEM
pd-104622121026372-NA,DEM
pd-104626838957583-1,REP
pd-104628185522178-1,REP
pd-104636612316903-1,REP
pd-104639814443059-2,DEM
pd-104644481159870-6,DEM
pd-104649182166103-1,REP
pd-104649482413320-2,REP
pd-104650985335037-2,REP
pd-104650985335037-4,REP
pd-104651292352811-2,REP
pd-104651918902474-1,REP
pd-104652279035420-1,DEM
pd-104652832274508-1,REP
pd-104652967947264-1,REP
pd-104654658984672-1,REP
pd-104655408741748-1,REP
pd-104657098840062-1,REP
pd-104657602040321-1,DEM
pd-104659801302856-2,REP
pd-104659801302856-3,DEM
pd-104660832140081-1,DEM
pd-104661028285081-NA,DEM
pd-104669815210540-2,DEM
pd-104673218071670-2,DEM
pd-104673965019490-1,DEM
pd-104674356253826-2,REP
pd-104676968816373-1,DEM
pd-104681875552965-1,DEM
pd-104686019033775-1,DEM
pd-104686911982045-1,REP
pd-104693284590924-1,REP
pd-104694199115851-1,DEM
pd-104702565527491-1,REP
pd-104702765619728-1,REP
pd-104708285429466-1,DEM
pd-104715534286472-1,REP
pd-104715815056151-1,REP
pd-104719285523512-1,REP
pd-104721022278328-1,REP
pd-104721201111500-1,DEM
pd-104728218668761-1,REP
pd-104731822068367-1,DEM
pd-104736784889363-NA,DEM
pd-104742672041977-2,DEM
pd-104742948880113-1,REP
pd-104743072442137-1,DEM
pd-104751665758562-1,DEM
pd-104751804463228-1,REP
pd-104752248405183-1,REP
pd-104752271821958-1,REP
pd-104754534308930-1,DEM
pd-104757775075173-1,DEM
pd-104760636770-3,DEM
pd-104763584682416-1,REP
pd-104764645661409-2,DEM
pd-104766211232210-1,DEM
pd-104768398061257-1,DEM
pd-104774032906863-5,REP
pd-104774058837487-1,REP
pd-104775027706678-1,DEM
pd-104776335552093-1,DEM
pd-104784068870559-1,REP
pd-104784858916658-1,DEM
pd-104785302267473-1,DEM
pd-104789848972319-1,DEM
pd-104799091657823-2,DEM
pd-104799748279453-1,DEM
pd-104801995745791-2,REP
pd-104809320992370-1,REP
pd-104811414554991-2,REP
pd-104811701387594-1,REP
pd-104812358478014-1,DEM
pd-104816522429531-1,DEM
pd-104818648786367-1,REP
pd-104818978591600-1,DEM
pd-104830275620998-1,DEM
pd-104832401795102-2,DEM
pd-104834425457540-1,DEM
pd-104835337545349-1,DEM
pd-104837478585500-1,REP
pd-104838674811867-1,DEM
pd-104838919059917-2,DEM
pd-104841684643578-1,REP
pd-104842832185024-1,DEM
pd-104843318897139-1,DEM
pd-104847352093281-1,DEM
pd-104856814505092-1,REP
pd-104857738378794-1,DEM
pd-104861071996581-1,DEM
pd-104861257866369-2,REP
pd-104865937957993-1,REP
pd-104866038948120-3,DEM
pd-104868432166087-1,REP
pd-104869622193803-1,REP
pd-104872321815555-1,DEM
pd-104876334948702-2,DEM
pd-104878341146315-1,REP
pd-104881452369839-2,REP
pd-104885111772430-2,DEM
pd-104886158876874-1,DEM
pd-104887772358966-1,REP
pd-104891708701952-2,DEM
pd-104895475352404-1,DEM
pd-104895782090176-1,REP
pd-104900955683402-1,REP
pd-104902061111847-1,REP
pd-104913652252905-1,DEM
pd-104914472144511-2,DEM
pd-104915969006979-1,REP
pd-104917822243966-2,REP
pd-104924592906497-2,REP
pd-104925418725240-1,DEM
pd-104925618676281-1,REP
pd-104926942381487-1,DEM
pd-104927144876974-3,DEM
pd-104933607528070-1,REP
pd-104933662932387-2,DEM
pd-104941495451086-1,REP
pd-104941582346008-1,DEM
pd-104945475519621-1,REP
pd-104949475702083-1,DEM
pd-104949885700769-1,REP
pd-104950742017496-1,REP
pd-104950882265162-1,REP
pd-104954082247139-1,DEM
pd-1049573471767276-2,REP
pd-104965282118817-1,REP
pd-104967389063915-2,REP
pd-104967394406731-1,REP
pd-104967935469750-1,DEM
pd-104968988553734-1,REP
pd-104970145588601-1,DEM
pd-104973821688428-1,REP
pd-104974824945371-1,REP
pd-104980458500261-3,REP
pd-10498053716-3,DEM
pd-104982112126124-1,REP
pd-104984048552142-1,REP
pd-104985585699885-1,DEM
pd-104986265499174-1,DEM
pd-104995388828999-1,DEM
pd-104998334586760-2,REP
pd-105000859032339-1,REP
pd-105000898784041-1,REP
pd-105004332090405-1,DEM
pd-105005728392737-1,DEM
pd-105006048939461-1,REP
pd-105006252327281-1,REP
pd-105007326232170-1,DEM
pd-105009605349957-1,REP
pd-105009905485085-2,REP
pd-105011228482985-2,DEM
pd-105014721854339-1,DEM
pd-105014852373328-1,DEM
pd-105019542203328-1,REP
pd-105020885465341-1,DEM
pd-105026788801952-1,REP
pd-105028372021896-2,DEM
pd-105030759010873-1,DEM
pd-105032987996553-1,REP
pd-105035254605602-2,REP
pd-10503535682-1,DEM
pd-105039407917931-1,REP
pd-105039407917931-2,REP
pd-105040038708712-1,REP
pd-105040612329302-1,DEM
pd-105041188854931-1,DEM
pd-105042905334374-1,DEM
pd-105044708783788-1,REP
pd-105046435119207-NA,DEM
pd-105046587978515-1,REP
pd-105048008517620-1,REP
pd-105049798812437-1,REP
pd-105054778989300-1,DEM
pd-105058351297836-2,DEM
pd-105059714196327-2,DEM
pd-105059857958044-1,DEM
pd-105060269781-3,DEM
pd-105061785645976-1,DEM
pd-105062305273264-1,REP
pd-105063977608302-1,DEM
pd-105063977608302-5,DEM
pd-105063977608302-6,DEM
pd-105074712086023-1,REP
pd-105075945544858-2,REP
pd-105082297816983-1,DEM
pd-105088328936406-1,REP
pd-105088358817655-1,DEM
pd-105090875111048-1,DEM
pd-105090875111048-2,DEM
pd-105094247772548-1,DEM
pd-105095128474990-1,REP
pd-105096648830545-1,REP
pd-105099361810846-1,DEM
pd-105100448435257-2,REP
pd-105102117736318-3,DEM
pd-105104485421460-1,REP
pd-105116142169280-1,REP
pd-105118368758338-1,REP
pd-105118498791681-1,DEM
pd-105123881757201-2,DEM
pd-105125342163261-1,REP
pd-105125925348274-1,DEM
pd-105126636184800-4,DEM
pd-105128208795671-1,DEM
pd-105128878586472-3,DEM
pd-105131282161846-1,REP
pd-105137026216531-1,REP
pd-105141172118182-2,DEM
pd-105142898792427-1,REP
pd-105145245585224-1,REP
pd-105146514184166-1,DEM
pd-105146514184166-2,DEM
pd-105147358989982-1,REP
pd-105148578683703-1,DEM
pd-105150411869111-1,DEM
pd-105156595505618-1,DEM
pd-105157984989013-2,REP
pd-105159868790586-1,DEM
pd-105161458374520-1,REP
pd-105163745561839-1,REP
pd-105169987934084-1,REP
pd-105172525726354-1,DEM
pd-105173311888160-2,REP
pd-105173874400840-2,DEM
pd-105177742116455-1,DEM
pd-105179135545687-1,REP
pd-105185267625377-1,DEM
pd-105186189003363-1,REP
pd-105188092295823-2,REP
pd-1051918811582691-1,REP
pd-1051942508230700-1,DEM
pd-105194299055245-1,DEM
pd-105197468746940-1,REP
pd-105199626748-2,REP
pd-105199872140121-1,REP
pd-105202022240810-1,DEM
pd-105204571949378-4,REP
pd-105208165639805-1,REP
pd-105209045473176-1,DEM
pd-105213221107121-1,DEM
pd-105213405443604-1,DEM
pd-105216834563500-2,DEM
pd-105217795550800-1,REP
pd-105218231623270-1,DEM
pd-105218508927984-1,REP
pd-105220462142215-1,DEM
pd-105225425513414-1,REP
pd-105225752294856-1,REP
pd-105228065418497-1,REP
pd-105231384971857-1,DEM
pd-105232854657924-1,DEM
pd-105237475496288-1,REP
pd-105239285395393-1,DEM
pd-105239511089757-1,DEM
pd-105246547735959-1,REP
pd-105248718987814-1,REP
pd-105249551880096-4,DEM
pd-105249761601972-1,DEM
pd-105250752249943-1,REP
pd-105251911754539-2,REP
pd-105254578801640-1,REP
pd-105255982246342-1,REP
pd-105257281059833-2,DEM
pd-105257364609767-1,REP
pd-1052620628131464-3,REP
pd-105262540915420-1,DEM
pd-105262540915420-2,DEM
pd-105266818674992-1,DEM
pd-105269625578850-2,DEM
pd-105272342149043-1,REP
pd-105277905364515-1,DEM
pd-105280888918083-1,REP
pd-105281412181925-1,DEM
pd-105281412181925-2,DEM
pd-105287065105061-1,DEM
pd-105289185496655-1,DEM
pd-105291245664354-1,REP
pd-105298862074736-1,REP
pd-105300582114855-1,DEM
pd-105303675362210-2,DEM
pd-105307928842448-1,REP
pd-105308481683326-1,DEM
pd-105313704352045-1,DEM
pd-105315855649918-1,REP
pd-105316545427087-1,REP
pd-105316995088658-2,REP
pd-105316995088658-3,REP
pd-105317622058146-2,DEM
pd-105318402273481-1,REP
pd-105318696193467-2,REP
pd-105319261480557-1,DEM
pd-105325758517720-1,REP
pd-105328478788204-1,REP
pd-105330117745461-2,REP
pd-105331281509462-1,REP
pd-105331908787374-2,REP
pd-105336568641503-1,DEM
pd-105348224679358-2,REP
pd-105348792362277-1,REP
pd-105350048640312-1,REP
pd-105350048640312-2,REP
pd-105353615444091-1,REP
pd-105355401946440-1,DEM
pd-105355871121994-2,DEM
pd-105358212075383-1,DEM
pd-105358238871990-1,REP
pd-1053687024664610-1,DEM
pd-105371378914858-1,DEM
pd-105372885583416-1,REP
pd-105377525619808-1,DEM
pd-105378265505496-1,DEM
pd-105379034246471-2,DEM
pd-105383080873129-1,DEM
pd-105383531133271-2,DEM
pd-105383531133271-3,REP
pd-105389241836647-1,REP
pd-105391218995566-1,DEM
pd-105393295040415-2,DEM
pd-105398945152115-1,DEM
pd-105399815347439-1,DEM
pd-105399815347439-2,DEM
pd-105400502298352-1,DEM
pd-105406798997471-1,DEM
pd-105406798997471-2,DEM
pd-105407471800897-1,DEM
pd-105407471800897-4,DEM
pd-105412832825291-2,REP
pd-105413898947706-1,DEM
pd-105420558981075-2,REP
pd-105425155514005-1,DEM
pd-105425708406925-1,DEM
pd-105430894660049-1,DEM
pd-105432155526844-1,REP
pd-105433661999450-3,DEM
pd-105434245616825-1,DEM
pd-105434251258488-1,DEM
pd-105437295209512-1,REP
pd-105437295209512-2,REP
pd-105438715519868-1,DEM
pd-105444252156545-1,DEM
pd-105444262305336-1,DEM
pd-105444348503183-1,REP
pd-105444998593125-1,DEM
pd-105448738881450-1,DEM
pd-105449008630171-1,DEM
pd-105450081181705-1,REP
pd-105454117977117-1,DEM
pd-105457211949130-1,REP
pd-105458184606384-1,DEM
pd-105458242136051-1,DEM
pd-105460382315585-1,DEM
pd-105463644593738-1,REP
pd-105463799006463-1,REP
pd-105463884293922-2,REP
pd-105464364530078-1,REP
pd-105464825516713-1,DEM
pd-105468514558651-3,DEM
pd-105474881165649-1,DEM
pd-105477808622727-1,REP
pd-105482435675413-1,REP
pd-105486197783325-1,DEM
pd-105487922096291-1,DEM
pd-105488622264473-1,DEM
pd-105490167776091-1,REP
pd-105490846314638-2,DEM
pd-105491902082564-1,DEM
pd-105493405472434-1,DEM
pd-105493405472434-2,DEM
pd-105499048643620-2,DEM
pd-105501852061166-NA,DEM
pd-105502959483490-2,DEM
pd-105505194202387-3,DEM
pd-105507985596867-1,DEM
pd-105512331492146-2,DEM
pd-105512568851325-1,REP
pd-105516645138494-1,DEM
pd-105521952309217-1,DEM
pd-105522312301565-1,DEM
pd-105525065174028-1,REP
pd-105526662047596-1,REP
pd-105533121141074-1,REP
pd-105533265519595-1,DEM
pd-105536127617594-1,REP
pd-105538288406606-NA,REP
pd-105538485590436-1,DEM
pd-105538745684042-1,REP
pd-105543195600941-1,DEM
pd-105549531823-2,DEM
pd-105549995659485-1,DEM
pd-105550128939225-1,DEM
pd-105556642153624-1,DEM
pd-105559628908377-1,REP
pd-105560385372929-1,REP
pd-105560655222167-1,DEM
pd-105561217523274-3,REP
pd-105564448826796-1,DEM
pd-105568085279057-1,DEM
pd-105568408859219-1,DEM
pd-105576028300637-1,DEM
pd-105580105375709-1,DEM
pd-105580915375334-1,DEM
pd-105582465388813-1,DEM
pd-1055832864531290-2,DEM
pd-105584877674865-2,REP
pd-105585398382823-2,DEM
pd-105586615614987-1,REP
pd-105591415546707-1,DEM
pd-105592781719847-1,REP
pd-105592915555822-1,DEM
pd-105593678685093-1,DEM
pd-105596081891692-1,DEM
pd-105596689621089-5,REP
pd-105599502191866-1,REP
pd-105607998034385-1,DEM
pd-105611098683081-1,DEM
pd-105612145038460-1,DEM
pd-105613889487151-3,DEM
pd-105614108777793-2,REP
pd-105614438962820-1,DEM
pd-105615662139352-1,DEM
pd-105616645035933-NA,DEM
pd-105620495517946-1,DEM
pd-105620622125014-1,DEM
pd-105621088768069-1,REP
pd-105624038154155-1,DEM
pd-105627235039544-2,DEM
pd-105627342157345-1,REP
pd-105627955557904-1,REP
pd-105631385027379-2,REP
pd-105631392060945-1,REP
pd-105632651693953-1,DEM
pd-105632968833069-3,REP
pd-105638975515952-2,DEM
pd-105640335546812-1,DEM
pd-105641344285593-1,DEM
pd-105642998447861-1,DEM
pd-105644588851035-1,REP
pd-105644754918344-1,DEM
pd-105649468802720-1,DEM
pd-105649468802720-2,DEM
pd-105649468802720-3,DEM
pd-105650052815561-3,DEM
pd-105651248384-2,REP
pd-105653982248422-1,REP
pd-105657662078089-1,REP
pd-105661628864313-1,REP
pd-105672641701402-2,REP
pd-105680288742890-1,REP
pd-105683954933727-1,DEM
pd-105686782528-2,DEM
pd-105686877667943-1,DEM
pd-105687722113400-1,REP
pd-105688881327607-1,DEM
pd-105689164517877-1,REP
pd-105689391981156-1,REP
pd-105690988860331-1,REP
pd-105698232241346-1,REP
pd-105699182053366-1,REP
pd-105700785500395-1,DEM
pd-105702438043002-1,DEM
pd-105704028295944-1,DEM
pd-105706391705100-NA,DEM
pd-105706568999742-2,DEM
pd-105708928921813-3,DEM
pd-105710258707392-1,REP
pd-105729875446036-2,DEM
pd-105735061351411-1,DEM
pd-105735397284-2,DEM
pd-105736175486138-1,DEM
pd-105742038729632-1,REP
pd-105742348789953-1,REP
pd-105744415606599-1,REP
pd-105745641642000-1,REP
pd-105746032021786-1,DEM
pd-105747602177364-1,REP
pd-105756057589080-1,DEM
pd-105756057589080-2,DEM
pd-105756588892391-1,DEM
pd-105760061866321-1,DEM
pd-1057617987603373-1,DEM
pd-105762625325096-1,REP
pd-105763898998569-1,REP
pd-105768045349144-1,REP
pd-105773844358192-1,DEM
pd-105776555227082-1,DEM
pd-105778678603723-1,REP
pd-105779832091501-1,DEM
pd-105779851820492-1,DEM
pd-105783027731211-1,DEM
pd-105783969012249-NA,DEM
pd-105788460873-1,DEM
pd-105788838928888-1,DEM
pd-105791402802932-3,DEM
pd-105792762261096-1,REP
pd-105792980798708-2,DEM
pd-105792998853701-1,DEM
pd-105793355421893-1,DEM
pd-105796105629337-1,REP
pd-105797155074502-1,REP
pd-105801702204180-1,DEM
pd-105803238838327-1,DEM
pd-105805565543044-2,REP
pd-105805565543044-NA,REP
pd-105817671657868-1,REP
pd-105819652128997-1,DEM
pd-105824272037083-1,DEM
pd-105828241957089-1,DEM
pd-105828894192727-1,REP
pd-105831304281183-2,DEM
pd-105833774431856-1,DEM
pd-105835108663611-1,DEM
pd-105836852030751-1,DEM
pd-105839204995170-NA,DEM
pd-105841467618308-1,REP
pd-105843265586787-1,REP
pd-105843325665312-1,DEM
pd-105848275374253-1,REP
pd-105857487504710-1,DEM
pd-105860998920342-1,REP
pd-105861441295494-1,REP
pd-105866841808918-1,DEM
pd-105866841808918-NA,DEM
pd-105870281462422-2,DEM
pd-105871802049921-1,REP
pd-105874475359020-1,REP
pd-105880425661808-1,REP
pd-105882701119885-1,REP
pd-105885635412633-1,REP
pd-105888637873701-1,REP
pd-105891162806593-1,REP
pd-105893278620816-1,REP
pd-105916088009141-1,REP
pd-105920798149540-2,REP
pd-105923635517088-1,REP
pd-105924452060382-1,DEM
pd-105924452060382-2,DEM
pd-105926922253864-1,DEM
pd-1059320777468378-1,REP
pd-105938178779977-1,DEM
pd-105948602018846-1,DEM
pd-105948602018846-3,REP
pd-105948808662357-1,REP
pd-105949492026388-1,DEM
pd-105955182184655-1,REP
pd-105960155316602-1,DEM
pd-105961708715125-1,REP
pd-105975707877742-2,REP
pd-105977451959934-1,DEM
pd-105979324842884-1,DEM
pd-105988574269630-NA,DEM
pd-105989441869906-1,REP
pd-105991720994430-1,DEM
pd-105994052171781-1,REP
pd-106000682077774-1,DEM
pd-106001278558202-2,REP
pd-106004260984282-1,DEM
pd-106005029501370-2,REP
pd-106007554211435-1,DEM
pd-106008388600050-2,REP
pd-106008388600050-4,REP
pd-106010708968693-1,REP
pd-106010741944141-1,DEM
pd-106016954723174-1,DEM
pd-106017888777282-1,REP
pd-106021058815245-1,REP
pd-106021438751939-1,DEM
pd-106025347422241-1,DEM
pd-106028552285657-1,DEM
pd-106028732261697-1,DEM
pd-106028918638856-1,REP
pd-106032595569344-1,REP
pd-106033725616876-2,DEM
pd-106033754449318-1,DEM
pd-106033754449318-2,DEM
pd-106033885451500-1,DEM
pd-106040308629741-1,REP
pd-106040644518675-2,DEM
pd-106042951984377-1,DEM
pd-106046551872687-1,REP
pd-106050444948670-2,DEM
pd-106050588962760-1,REP
pd-106054238804804-1,DEM
pd-106054241476670-1,DEM
pd-106056098336947-2,DEM
pd-106060017710884-1,DEM
pd-106067608473097-1,DEM
pd-106074931691267-1,REP
pd-106075465318935-1,DEM
pd-106078588447808-1,DEM
