pd_id,party_all_clf_pdid
pd-127114684390-3,DEM
pd-127138843974798-1,DEM
pd-127216280686110-1,REP
pd-127225910653607-1,REP
pd-127225910653607-4,DEM
pd-1272534336242476-3,DEM
pd-127282113974039-1,DEM
pd-127637620616803-1,DEM
pd-127637620616803-3,DEM
pd-127691390582-2,DEM
pd-127744320598870-2,DEM
pd-1277727988951638-1,DEM
pd-127789005285-2,REP
pd-127814007074-4,DEM
pd-1278270612273494-2,DEM
pd-128103650601995-1,REP
pd-128113162067507-1,REP
pd-1281153088658972-1,DEM
pd-1281169845243289-4,DEM
pd-128167457221813-4,DEM
pd-128167727289093-4,DEM
pd-1281889245180554-NA,DEM
pd-128260071069574-1,REP
pd-128364383840489-1,DEM
pd-128374037192661-4,DEM
pd-1283959078349525-3,DEM
pd-128446070505940-1,REP
pd-1284647304922861-3,DEM
pd-1285475118230919-1,DEM
pd-128551641258085-7,DEM
pd-128595617222254-3,DEM
pd-128638816007-1,DEM
pd-128698057208045-1,DEM
pd-128773257683641-1,DEM
pd-1287861591318853-4,REP
pd-1288574957963258-1,REP
pd-128884757172392-1,DEM
pd-128904330509898-3,DEM
pd-128904330509898-4,DEM
pd-128938523881097-1,DEM
pd-128938523881097-4,DEM
pd-12895323492-2,DEM
pd-128983408782-1,DEM
pd-128997640449681-2,DEM
pd-1290536624348001-1,DEM
pd-129055260463237-1,REP
pd-1290761377754185-1,REP
pd-129159563777523-3,DEM
pd-129181937109516-5,REP
pd-129203152966-5,REP
pd-129208720460165-4,DEM
pd-129209743822549-1,DEM
pd-129226046343090-1,REP
pd-129240690441636-4,DEM
pd-129255907131113-3,DEM
pd-129260101060-2,DEM
pd-129267504397010-1,DEM
pd-1292697294100049-4,DEM
pd-129278807814364-4,DEM
pd-129278807814364-5,DEM
pd-129331453746594-2,REP
pd-129353084077944-2,DEM
pd-1294368597356101-1,DEM
pd-129589630816230-1,DEM
pd-129602743740560-3,REP
pd-1296146983859749-2,DEM
pd-1296965673792836-3,DEM
pd-129731810448375-2,REP
pd-1297522267001973-1,DEM
pd-1297612583673865-5,DEM
pd-1297766377060114-1,REP
pd-129789640378462-5,DEM
pd-129791413843405-2,REP
pd-129914120385683-1,DEM
pd-129914120385683-2,DEM
pd-129921337078906-3,DEM
pd-1299347996748025-1,DEM
pd-130050797075084-3,DEM
pd-130110347120598-3,DEM
pd-1301218283344686-2,REP
pd-130186213705658-3,DEM
pd-130186213705658-4,DEM
pd-130223550502664-2,REP
pd-130234313704399-5,DEM
pd-130234313704399-6,DEM
pd-1302426139850348-1,DEM
pd-1302426139850348-4,DEM
pd-130266155573-4,DEM
pd-130268756992804-2,DEM
pd-130278763707974-2,DEM
pd-13046377116-7,REP
pd-130486937013462-2,DEM
pd-130529771099542-2,REP
pd-130531197165-1,DEM
pd-130531197165-4,REP
pd-130538703630838-2,DEM
pd-130620841027906-3,REP
pd-1308132705964109-1,DEM
pd-1308132705964109-3,DEM
pd-130828181135-2,DEM
pd-130848666099-4,DEM
pd-130945114804-3,DEM
pd-130945114804-5,REP
pd-130965453649891-1,REP
pd-130975650300043-3,DEM
pd-130994240418462-1,REP
pd-1311688728886927-NA,DEM
pd-131182018871-4,DEM
pd-131299046897997-2,DEM
pd-131306317680000-2,DEM
pd-131385910227393-4,DEM
pd-131416233561434-1,DEM
pd-131512412210-2,REP
pd-131570336904102-2,DEM
pd-131618273567984-1,REP
pd-1316372698453411-2,DEM
pd-1316372698453411-6,DEM
pd-131664893560695-2,REP
pd-131664893560695-3,DEM
pd-1316712531678638-1,DEM
pd-131677553516197-4,DEM
pd-131763143985-2,REP
pd-131835640186035-2,DEM
pd-1318439511565011-2,DEM
pd-13185976173-NA,DEM
pd-131863975057-2,REP
pd-13187955196-3,REP
pd-131939970154577-2,DEM
pd-131994543867785-2,DEM
pd-132066233534659-4,DEM
pd-132083586509-4,DEM
pd-132147116833292-1,DEM
pd-132226569016000-1,DEM
pd-132257196788972-NA,DEM
pd-1323161541032507-10,DEM
pd-1323161541032507-3,DEM
pd-1323161541032507-5,DEM
pd-132423130142740-2,REP
pd-132512093435891-1,REP
pd-1325176094212174-2,REP
pd-132550773451148-2,DEM
pd-132552693465222-1,REP
pd-132669380104415-3,DEM
pd-1326931834024219-3,DEM
pd-132701153441728-1,REP
pd-13274260518-1,DEM
pd-132749525472-2,DEM
pd-1327559570587836-2,DEM
pd-132896613436068-1,REP
pd-1329021960550887-4,DEM
pd-132996783419393-1,DEM
pd-133012286771509-1,REP
pd-1330181667113998-1,REP
pd-133033580146362-3,REP
pd-133167240628673-2,DEM
pd-133173970035159-1,REP
pd-133208202646711-1,DEM
pd-1333215943431094-3,REP
pd-133367546677734-1,DEM
pd-133477412469-5,REP
pd-133545795918-1,DEM
pd-1335489579878037-1,DEM
pd-133556434326-3,REP
pd-133644154059176-4,REP
pd-13365227077-1,DEM
pd-13365227077-5,DEM
pd-133666160060982-4,DEM
pd-133692903335960-3,DEM
pd-133740559987144-2,DEM
pd-133740559987144-3,DEM
pd-133753583953215-2,REP
pd-133768194093477-4,REP
pd-1337797853013623-1,DEM
pd-133792266661686-3,REP
pd-133845049915-2,REP
pd-1338822066131069-2,DEM
pd-133913826633461-1,DEM
pd-133931303345903-1,DEM
pd-133931750060984-5,DEM
pd-133937690180-2,DEM
pd-133979276345-3,DEM
pd-134054377365962-1,DEM
pd-134083397196683-3,REP
pd-134121923375998-2,DEM
pd-134152393622036-1,REP
pd-1341543769290478-1,DEM
pd-1342596452479696-3,DEM
pd-134263041447198-2,REP
pd-134275060386-2,DEM
pd-134275060386-3,DEM
pd-134283083363536-1,REP
pd-134311806579407-4,DEM
pd-134312830086-2,DEM
pd-134323820585259-5,DEM
pd-134328246608491-2,DEM
pd-134452023239984-1,DEM
pd-134490956616003-3,REP
pd-134498556891640-4,DEM
pd-134535726580904-1,DEM
pd-134544887221605-3,DEM
pd-134549270080908-1,DEM
pd-1345922332200744-2,REP
pd-134597023235240-5,DEM
pd-134602376613847-4,DEM
pd-134631417876-2,DEM
pd-134769259870352-1,DEM
pd-1348444188555820-2,DEM
pd-134875079893020-NA,DEM
pd-134880276359-1,REP
pd-134910449854519-5,REP
pd-134919693348209-1,REP
pd-134956813238021-1,DEM
pd-134988519905583-2,REP
pd-135007479863100-2,DEM
pd-135114020356265-2,DEM
pd-135139026534687-NA,REP
pd-135148400213767-5,DEM
pd-135218266490099-1,DEM
pd-135223026619662-3,DEM
pd-135223026619662-4,DEM
pd-1352308314901529-2,DEM
pd-135305061703074-1,REP
pd-135336799830671-1,DEM
pd-13536897444-2,DEM
pd-135405700298293-2,REP
pd-135445766485586-1,REP
pd-1354622541311687-3,DEM
pd-135467046485155-1,DEM
pd-135497976523828-6,DEM
pd-135528903145833-4,REP
pd-135529136463262-1,DEM
pd-135529136463262-3,REP
pd-1356481287798717-2,DEM
pd-135725093467-3,DEM
pd-1358076774340220-2,DEM
pd-135847153107273-1,DEM
pd-135904566455164-1,REP
pd-135913035011-1,DEM
pd-135937521653874-1,DEM
pd-1359505927455440-1,DEM
pd-136126341809-3,DEM
pd-136126341809-4,DEM
pd-136140896412439-2,DEM
pd-136211573758668-3,REP
pd-136228706459687-1,DEM
pd-136319594703-1,DEM
pd-136337797728-1,DEM
pd-136351733740927-4,REP
pd-136366840902-1,DEM
pd-136431997054509-1,REP
pd-136497966480841-2,DEM
pd-13649914583-3,REP
pd-136721589817920-NA,DEM
pd-136753707354-4,REP
pd-136769859682655-6,REP
pd-1367845486566384-1,DEM
pd-13684775981-2,DEM
pd-1368631436553719-1,REP
pd-1368886896476390-1,DEM
pd-1368886896476390-3,DEM
pd-137308692967180-1,REP
pd-1373193232771704-1,DEM
pd-137445636268588-3,DEM
pd-1374601146109275-1,REP
pd-1375303095849798-3,REP
pd-137536815395-2,DEM
pd-1375372595977513-2,DEM
pd-1375372595977513-5,DEM
pd-1375372595977513-NA,DEM
pd-137560579613235-3,DEM
pd-137606354090-4,REP
pd-1376465702586897-1,DEM
pd-137662367278-2,DEM
pd-137724899629675-2,DEM
pd-137740286276587-2,DEM
pd-137747116266280-4,DEM
pd-137764189586887-3,DEM
pd-137764189586887-4,DEM
pd-1378208099114759-1,DEM
pd-137865299562071-1,DEM
pd-1379849532091172-1,REP
pd-1382031428685910-1,DEM
pd-1382441768496365-4,DEM
pd-138276702894458-4,REP
pd-1383059588609414-3,REP
pd-138400367267-2,DEM
pd-138421929515650-3,REP
pd-138441652903257-1,REP
pd-1384649428416342-5,DEM
pd-138522439260-3,DEM
pd-138522439260-5,DEM
pd-138535527380-1,DEM
pd-138535527380-3,DEM
pd-1385558285017883-3,DEM
pd-138623940242131-3,DEM
pd-138627940237-1,REP
pd-138644937392-1,DEM
pd-1386589124822395-2,DEM
pd-13867925345-1,DEM
pd-138843675946-3,DEM
pd-13885075114-2,DEM
pd-1388990814610248-3,REP
pd-138912859468156-1,DEM
pd-138920486202280-1,DEM
pd-138948936307388-2,DEM
pd-1389623804511401-3,REP
pd-1389807071117013-5,REP
pd-139034619493222-1,DEM
pd-139062085972-4,DEM
pd-139063525262-3,DEM
pd-139095366100611-2,DEM
pd-139151419572310-4,DEM
pd-139173095668-2,DEM
pd-139276892911-3,DEM
pd-1392774010979296-1,REP
pd-1393311867399433-4,DEM
pd-1393449230917252-1,REP
pd-139394652317-2,DEM
pd-139398939438430-3,DEM
pd-1394412707466827-3,DEM
pd-1394412707466827-NA,DEM
pd-1394485874130555-1,DEM
pd-139466462865129-4,DEM
pd-1395188440525459-2,DEM
pd-139525763310375-1,DEM
pd-1395833957316504-2,DEM
pd-139589692746640-2,DEM
pd-139599847972-1,DEM
pd-139643661608075-1,DEM
pd-1396527140364186-4,DEM
pd-139655806061955-2,DEM
pd-1396566500613827-3,REP
pd-139669162774241-NA,DEM
pd-1396991720561689-1,DEM
pd-139724091163372-2,DEM
pd-139724091163372-3,REP
pd-139743213319262-3,DEM
pd-139749999724855-1,DEM
pd-139750829487836-1,DEM
pd-1398084963762434-3,DEM
pd-139835646030666-1,DEM
pd-139835646030666-2,REP
pd-139864512734010-1,DEM
pd-1398687350162263-1,DEM
pd-139885936839015-1,REP
pd-139931702748736-1,REP
pd-1399405300303850-2,REP
pd-1399736660066130-4,DEM
pd-1400233856971247-4,REP
pd-1400707720143854-2,DEM
pd-140073296050972-3,DEM
pd-1400772006635782-4,DEM
pd-140155342671005-3,DEM
pd-1401617430144310-4,REP
pd-1401713426744234-1,REP
pd-1401751556610553-3,DEM
pd-1401753023408728-1,DEM
pd-1402630976626068-5,DEM
pd-1402723203319187-1,DEM
pd-140306156030820-3,REP
pd-140357056032320-1,DEM
pd-140366679341146-1,DEM
pd-140366679341146-3,DEM
pd-140366679341146-9,DEM
pd-14038292386-3,DEM
pd-140466263492407-1,REP
pd-140471979488965-1,REP
pd-1404888666493762-4,REP
pd-140499052681592-3,DEM
pd-140499052681592-4,DEM
pd-140589133251301-1,DEM
pd-140614202619821-2,DEM
pd-1406149713044974-5,REP
pd-140620155330-3,DEM
pd-1406846542878184-1,DEM
pd-1407008036224905-2,DEM
pd-140706995941854-2,DEM
pd-140710376599301-3,DEM
pd-1407335192656446-5,REP
pd-140811192605578-1,DEM
pd-140812719969767-5,DEM
pd-1408321932578614-3,DEM
pd-1408344379409426-1,DEM
pd-1408408659238911-2,REP
pd-1408500605938670-3,DEM
pd-140862042607352-2,DEM
pd-1409136279195797-1,REP
pd-140968452585173-3,DEM
pd-141091277531-3,DEM
pd-141107065924669-4,DEM
pd-1411362365787425-1,REP
pd-141169844763069-1,REP
pd-141180679266019-1,REP
pd-1412693212289331-2,REP
pd-1412777232341953-5,REP
pd-1413144385594707-2,REP
pd-1413682351987764-4,DEM
pd-141374766260-2,DEM
pd-141390582567066-3,REP
pd-141395226689-5,DEM
pd-141450443014677-1,REP
pd-141461112573139-2,DEM
pd-141461112573139-3,DEM
pd-141500899207904-1,REP
pd-1415024082085086-1,REP
pd-141504389286265-1,DEM
pd-1415615272036890-2,DEM
pd-141592849194283-1,DEM
pd-1416233548632028-2,DEM
pd-141669155863231-1,DEM
pd-1417049691858293-1,REP
pd-1417079531906246-5,REP
pd-1417551245197284-1,DEM
pd-141774129212238-1,DEM
pd-141774129212238-3,DEM
pd-1417766958332314-1,DEM
pd-141786816970-3,DEM
pd-1418216761749862-2,DEM
pd-14182731186-3,DEM
pd-1418343958410046-1,DEM
pd-141841519279799-1,DEM
pd-1418723548372758-4,REP
pd-141901795868393-2,DEM
pd-1419388578092947-2,REP
pd-141948753162894-3,DEM
pd-141972426677848-3,DEM
pd-142010601348170-1,DEM
pd-1420200111329836-1,REP
pd-142108285947074-1,DEM
pd-142135291801-4,DEM
pd-142161905817424-3,REP
pd-1422172491347220-1,REP
pd-1422313304490122-1,DEM
pd-1422493464707885-2,DEM
pd-14226615647-1,REP
pd-1422865467953863-2,DEM
pd-142306852473316-NA,DEM
pd-1423275197887430-1,DEM
pd-142405795847179-2,DEM
pd-142405795847179-4,DEM
pd-142432192446984-5,REP
pd-1424451997829970-1,REP
pd-142448559131161-2,DEM
pd-142474049098533-1,DEM
pd-142474049098533-2,DEM
pd-142486699769075-2,REP
pd-1425435377743310-5,DEM
pd-1426271207666486-1,REP
pd-1426633334258286-2,DEM
pd-142665849854371-4,REP
pd-142694419623952-6,DEM
pd-142731525889321-2,DEM
pd-142734833108860-4,DEM
pd-1427357720662687-2,DEM
pd-1427357720662687-4,DEM
pd-1427993654089591-2,DEM
pd-1428283027462702-3,REP
pd-1428283027462702-4,REP
pd-1428379550735892-4,DEM
pd-142854126310624-2,REP
pd-1428755447227803-1,REP
pd-142932309070365-2,DEM
pd-142932506806-5,DEM
pd-142957224352-1,DEM
pd-142957532402878-2,REP
pd-142959062392607-1,REP
pd-142992759853421-10,DEM
pd-143027005905095-1,REP
pd-1430683863817923-1,REP
pd-143088432558550-4,DEM
pd-143089732792-2,REP
pd-143098862382695-2,DEM
pd-1431040333839316-NA,DEM
pd-14310874716-3,DEM
pd-14310874716-4,DEM
pd-143133062394406-1,REP
pd-143136716398629-5,REP
pd-143173285763-1,REP
pd-1431889706937050-4,DEM
pd-1431893680239282-1,REP
pd-143195412381888-4,REP
pd-1432294810337971-3,REP
pd-1432939993639180-1,DEM
pd-143298629076767-1,OTHER
pd-1433116156945261-3,REP
pd-143317323107500-3,DEM
pd-143327912351975-2,DEM
pd-143329509024-3,REP
pd-143423594525353-1,REP
pd-143423721276-2,DEM
pd-143424676424669-2,REP
pd-143479412390639-4,DEM
pd-1434928716804407-3,REP
pd-143499775684272-2,DEM
pd-143502392353557-2,REP
pd-1435071773455316-1,REP
pd-143537616049847-1,REP
pd-1436428353267835-2,DEM
pd-143656653717-1,DEM
pd-1436655203223041-2,DEM
pd-143729616392084-3,REP
pd-143784945647421-1,DEM
pd-1437854852907142-2,DEM
pd-143794569700825-2,REP
pd-1438405633041350-1,DEM
pd-1438553336457672-3,DEM
pd-1438619973099234-1,REP
pd-1438808983108348-1,DEM
pd-143898596358-2,DEM
pd-143908465773476-4,DEM
pd-143909879708775-3,REP
pd-1439168163008159-2,DEM
pd-1439364926329185-3,DEM
pd-1439441369620638-1,DEM
pd-1439646729592364-4,DEM
pd-143981748956175-1,DEM
pd-1439963472749976-2,REP
pd-144079300313-3,REP
pd-1440812149475180-1,REP
pd-14413545701-4,DEM
pd-1441736056064018-2,REP
pd-1442430905893905-2,DEM
pd-1442603119386522-1,DEM
pd-144268333040096-2,DEM
pd-144287182406918-1,REP
pd-144288712260184-2,DEM
pd-1443003955838087-1,REP
pd-1443127535947107-1,DEM
pd-144359178921200-2,DEM
pd-144370909098347-2,REP
pd-1443878795835012-2,DEM
pd-1444005909171684-4,REP
pd-14440196673-3,DEM
pd-144408025645678-3,DEM
pd-144410222713433-2,DEM
pd-1444221969152022-3,DEM
pd-144429905313-3,DEM
pd-144429905313-5,DEM
pd-1444820465547227-1,DEM
pd-1445421105732237-4,DEM
pd-1445462329016059-5,REP
pd-1445796818829958-5,DEM
pd-144580266224432-4,DEM
pd-1446538832236222-1,REP
pd-1446823768756602-3,REP
pd-144791209053528-1,DEM
pd-1447994318779650-4,DEM
pd-144820965676-1,REP
pd-1448984361857166-6,DEM
pd-144905742229611-3,DEM
pd-1449073545419430-1,REP
pd-144914426338864-3,DEM
pd-144936499370297-1,DEM
pd-144974848848368-1,REP
pd-1450404361918176-2,REP
pd-145069272226932-2,DEM
pd-145070702929144-3,REP
pd-1450930695222335-2,REP
pd-145159638847859-1,REP
pd-1451954991724762-4,DEM
pd-1451963055040938-1,REP
pd-1452248218322498-1,REP
pd-1453339054911514-5,DEM
pd-145380305523723-1,REP
pd-145407846228971-4,DEM
pd-1454204634856374-2,REP
pd-145429001769-3,DEM
pd-145510425458982-3,DEM
pd-145528725479889-1,DEM
pd-145599854583-2,DEM
pd-145600045454810-2,DEM
pd-1456039847790587-3,REP
pd-1456725917974099-2,REP
pd-1457455907816634-3,REP
pd-1457551497723316-2,DEM
pd-1457897071088443-2,DEM
pd-145820610320-2,DEM
pd-1458354007715810-2,REP
pd-145862215492466-1,REP
pd-145889928474-3,DEM
pd-145917588805718-1,REP
pd-1459398524272127-3,REP
pd-1459607021007729-1,DEM
pd-1459676344160500-2,DEM
pd-145972512132934-3,DEM
pd-145973965440671-3,DEM
pd-145973965440671-4,DEM
pd-1459767534245994-1,DEM
pd-146053215987523-3,DEM
pd-1460967490803132-1,DEM
pd-1461100540775171-2,REP
pd-1461242697517536-1,DEM
pd-1461326903989140-1,REP
pd-1461359247295079-NA,DEM
pd-1462304180669281-3,REP
pd-1463019170625973-1,REP
pd-146305447561533-1,DEM
pd-1463421887299877-2,REP
pd-1463708243860857-3,REP
pd-146428732129327-6,DEM
pd-1464390790449285-1,REP
pd-146480838705324-2,REP
pd-14660729657-4,DEM
pd-146612042061919-2,DEM
pd-1466536130271166-2,DEM
pd-1466551760126882-1,DEM
pd-1466778603572036-1,DEM
pd-146678415405673-1,DEM
pd-146678415405673-3,REP
pd-1466899026667895-3,DEM
pd-1467265240019207-3,REP
pd-146771345429478-4,DEM
pd-146780328823534-2,DEM
pd-1468881356573142-1,DEM
pd-146908465839126-2,REP
pd-146918864568-3,DEM
pd-1469499316613040-2,REP
pd-1470045726542110-1,REP
pd-1470151473238140-4,DEM
pd-1470540296409810-3,DEM
pd-1470540296409810-5,DEM
pd-1470540296409810-6,DEM
pd-1470892963131130-4,REP
pd-147112365920926-3,DEM
pd-147126507164-1,DEM
pd-147126507164-3,DEM
pd-1471814423057590-4,REP
pd-147200138682626-2,REP
pd-1472136289709969-3,REP
pd-1472161126445255-1,REP
pd-147247385296588-4,REP
pd-1472549903019349-3,DEM
pd-147354495294240-3,DEM
pd-147361008735959-2,DEM
pd-147368882623027-1,DEM
pd-1473824139402632-2,REP
pd-147447783311-6,DEM
pd-1475194609268137-1,DEM
pd-147522455308215-1,DEM
pd-147522455308215-2,DEM
pd-147523538641547-4,DEM
pd-147568861931242-1,DEM
pd-1475749352708018-3,DEM
pd-147579322114846-1,REP
pd-1475978805992832-1,DEM
pd-1476242905788758-4,REP
pd-1476342155924546-2,REP
pd-1476508222588877-1,REP
pd-1476623265909250-3,DEM
pd-147701735248379-1,REP
pd-1477384785809799-4,REP
pd-147770219110349-3,REP
pd-1477716585800990-1,DEM
pd-1477775412285234-1,DEM
pd-147781045791179-1,REP
pd-147854159251128-4,DEM
pd-147854315338293-5,DEM
pd-147854315338293-7,DEM
pd-147882195352934-4,REP
pd-1479021702224725-1,REP
pd-147918345434-4,DEM
pd-147932781930930-2,DEM
pd-147989298587049-1,DEM
pd-1479899112252729-2,DEM
pd-148048225348895-1,REP
pd-1481048748639715-4,DEM
pd-148137931880317-1,DEM
pd-148168000309073-2,REP
pd-148204505309491-4,REP
pd-148268611787-3,DEM
pd-148283672174476-4,DEM
pd-148306605193993-4,DEM
pd-148337431855825-2,REP
pd-148337431855825-3,REP
pd-148347808597746-2,DEM
pd-148347808597746-4,DEM
pd-1483720741844126-1,DEM
pd-1483977658578577-3,DEM
pd-1484050728350429-2,REP
pd-1484292618481334-1,REP
pd-148439128199-4,DEM
pd-148485621883625-1,REP
pd-148485621883625-3,REP
pd-148494598849-4,DEM
pd-14851158643-1,DEM
pd-1485435834871147-1,REP
pd-148580141824013-1,DEM
pd-148610828296-1,REP
pd-1486228164799114-4,REP
pd-1486275835013269-5,DEM
pd-1486786911550436-4,REP
pd-148731991811588-2,DEM
pd-148882779551-1,DEM
pd-148899492344271-4,REP
pd-14892757589-2,DEM
pd-1489428997940456-1,DEM
pd-1490352314409117-3,REP
pd-1491019654453942-1,REP
pd-149111148441167-2,REP
pd-1491589954480806-1,REP
pd-149177222382997-1,REP
pd-149200677056-3,DEM
pd-149209528606936-2,DEM
pd-149220264647-1,DEM
pd-1492673654369368-1,REP
pd-149272995089877-1,DEM
pd-149272995089877-3,DEM
pd-149296735883092-6,DEM
pd-1493899980857811-1,REP
pd-1493933237544434-3,DEM
pd-1494136594208402-3,REP
pd-1494779397418898-1,DEM
pd-149560108417028-2,REP
pd-1495674047207737-3,REP
pd-149588928396233-1,DEM
pd-1495988063953119-1,REP
pd-1495993234003555-1,REP
pd-14960614435-4,DEM
pd-1496269597272920-1,REP
pd-1496353413839396-3,REP
pd-149643075132351-2,DEM
pd-149657969214773-1,DEM
pd-149672868418032-3,DEM
pd-149684321791027-7,DEM
pd-149684321791027-8,DEM
pd-1497090740618909-2,REP
pd-149745555082419-6,REP
pd-149775653317-1,REP
pd-1497903487106317-1,DEM
pd-1498276003782062-1,DEM
pd-1498434403513472-3,DEM
pd-1498640690453942-2,DEM
pd-149948038378989-3,DEM
pd-1499911393420824-1,REP
pd-1499911393420824-3,DEM
pd-150008895578-1,DEM
pd-150012885017436-1,DEM
pd-150127528352944-2,DEM
pd-150138672501772-1,DEM
pd-1502862916519983-2,DEM
pd-1503209653245721-3,DEM
pd-150322194563-3,REP
pd-150322194563-4,DEM
pd-1503295233268493-4,DEM
pd-1503295233268493-NA,DEM
pd-150368991676911-1,REP
pd-150380975141321-2,DEM
pd-150380975141321-3,DEM
pd-15041226930-3,DEM
pd-15041226930-4,DEM
pd-150442594294-1,DEM
pd-150454645013752-5,DEM
pd-150464834999897-3,REP
pd-150464834999897-4,DEM
pd-150468198331534-2,REP
pd-1504723699839340-2,REP
pd-1504873886306347-2,REP
pd-1505244559517282-5,DEM
pd-150530041634864-4,DEM
pd-150530041634864-5,DEM
pd-150559895031-3,DEM
pd-150559895031-NA,DEM
pd-1505620079724730-1,DEM
pd-1505943676152858-1,DEM
pd-150621451650636-7,DEM
pd-150681061641282-2,DEM
pd-1507611412850508-1,DEM
pd-150797754995919-1,REP
pd-150797754995919-2,REP
pd-150821518913753-3,DEM
pd-1508257779494159-1,DEM
pd-150845118287330-4,DEM
pd-15087023444-2,DEM
pd-1509066772752076-4,REP
pd-1509209726034350-5,DEM
pd-150933712273285-1,REP
pd-150934628277632-2,DEM
pd-150983061637814-1,DEM
pd-15101780487-5,DEM
pd-1510567695822499-3,REP
pd-151057528363990-2,DEM
pd-151092200743-1,REP
pd-151096818350359-2,DEM
pd-151119378313327-2,DEM
pd-151134015291-3,DEM
pd-151142722351597-5,DEM
pd-151147742362378-3,REP
pd-151297638887120-4,DEM
pd-151339569085-2,DEM
pd-151364972111507-2,REP
pd-1514043735300166-1,DEM
pd-1515018011854071-1,DEM
pd-1515123045465518-1,REP
pd-151577215422581-1,DEM
pd-151684288189407-1,DEM
pd-151686754920712-1,REP
pd-1517115388513295-1,DEM
pd-1517115388513295-3,DEM
pd-1517144055028357-4,DEM
pd-151724258198295-NA,DEM
pd-1517331624981243-4,REP
pd-1517919588502283-4,DEM
pd-151835459004828-4,DEM
pd-151848324871275-1,DEM
pd-151894654697-1,DEM
pd-1519768571652991-1,REP
pd-152002971521619-1,REP
pd-152053498982435-4,DEM
pd-152065518140304-3,DEM
pd-152068302046-4,REP
pd-1520852664890753-1,REP
pd-1520861388232581-2,REP
pd-152127834816814-2,DEM
pd-1521463681450292-2,DEM
pd-152185024462-2,DEM
pd-152222811464994-1,DEM
pd-15224565129-2,REP
pd-152264148166020-1,DEM
pd-1523438674650449-3,DEM
pd-152347995382665-5,REP
pd-1523490574637088-2,REP
pd-15239367801-6,DEM
pd-15239367801-7,DEM
pd-1523953087912871-2,REP
pd-1524340297596743-3,DEM
pd-152467668423833-2,REP
pd-1525472414388476-1,DEM
pd-152554251431318-3,DEM
pd-152569121550-3,DEM
pd-1525977001027860-NA,DEM
pd-1526707030943680-1,DEM
pd-1526736227567131-4,DEM
pd-1526966557596152-2,DEM
pd-1527426737363141-3,REP
pd-152759126824-1,DEM
pd-152765944798055-1,REP
pd-152789358067261-3,REP
pd-152832950246159-2,DEM
pd-1528527404114453-1,REP
pd-1528582864058061-4,DEM
pd-1528741944038372-1,REP
pd-1528980567353817-NA,DEM
pd-152899141888-2,DEM
pd-152915071468974-1,REP
pd-152925451406819-3,DEM
pd-152950318087920-3,DEM
pd-152978894768794-1,DEM
pd-153021214848890-5,REP
pd-153080620724-4,REP
pd-1530895117185625-3,REP
pd-153167611414243-3,DEM
pd-153204951924328-3,DEM
pd-1532504143714508-2,DEM
pd-153278754738777-1,DEM
pd-153278754738777-3,DEM
pd-153385632035294-2,DEM
pd-1534221656857191-2,DEM
pd-153423824752537-1,DEM
pd-1534290989956166-1,REP
pd-153446658100252-1,DEM
pd-153446658100252-3,DEM
pd-1534510490206706-4,DEM
pd-15351475322-6,REP
pd-1536243343254565-1,REP
pd-1536538209998252-2,REP
pd-1536734393074385-2,DEM
pd-153678684700451-1,DEM
pd-153704007991524-2,DEM
pd-153725724789534-1,REP
pd-153755258313622-2,DEM
pd-1537863603184878-NA,DEM
pd-1538087733076672-1,DEM
pd-1538123179774284-1,DEM
pd-153823078060622-1,REP
pd-153830875265-2,REP
pd-153850514738564-1,REP
pd-1539056609697988-1,DEM
pd-153966377987310-1,REP
pd-154011261337474-1,REP
pd-1540461572950038-1,DEM
pd-154050553704-2,REP
pd-154054825137425-3,DEM
pd-1540549669581410-2,DEM
pd-154065301986563-1,DEM
pd-154065301986563-3,DEM
pd-1540778782716579-2,DEM
pd-1540833632897270-1,REP
pd-15408433177-2,DEM
pd-154091181308453-2,DEM
pd-154225105233994-4,DEM
pd-154236319408-2,DEM
pd-154269528015922-2,REP
pd-154288660614-3,REP
pd-1544027402345205-1,DEM
pd-1544145462375441-2,REP
pd-154417911282984-4,DEM
pd-1544233135795619-1,REP
pd-154510321337994-4,DEM
pd-154544978377759-2,DEM
pd-154561574598964-4,REP
pd-1545619075551589-3,REP
pd-1545640092131880-2,DEM
pd-1546306879023235-2,DEM
pd-1546382802339728-1,DEM
pd-154666069233-5,DEM
pd-1546946802100545-2,DEM
pd-1546952572205770-1,DEM
pd-1546952572205770-NA,DEM
pd-154728531220691-7,DEM
pd-1547506231997105-1,REP
pd-154752098472282-1,REP
pd-154753361224926-4,DEM
pd-154753361224926-5,DEM
pd-1547783815499111-2,DEM
pd-1547907108783963-2,DEM
pd-1548467052116987-4,REP
pd-1548570155465118-2,REP
pd-154930410085-3,DEM
pd-154952731243491-1,REP
pd-1549595805368557-1,REP
pd-154971387874165-NA,DEM
pd-154985541346438-8,DEM
pd-155009537884145-1,DEM
pd-155029087914-3,DEM
pd-155029087914-4,DEM
pd-155030927907248-3,REP
pd-15503839732-1,DEM
pd-15503839732-3,DEM
pd-1550513248606419-1,REP
pd-1550550871704235-2,REP
pd-1550724111880347-2,DEM
pd-155141941211064-2,DEM
pd-1552084381516807-2,DEM
pd-1552675688372326-12,DEM
pd-1552675688372326-8,DEM
pd-155363124486736-4,REP
pd-1553978148244954-1,DEM
pd-155421095015342-1,DEM
